,fips,naics,employees,firms,wages
105,13000,238171,559,159,23792795
106,13000,238172,192,18,6829246
107,13000,238191,322,44,14113092
108,13000,238192,2443,170,146161409
109,13000,238211,6040,1182,268682442
110,13000,238212,19878,1765,1134890577
111,13000,238221,11895,1966,513922360
112,13000,238222,16462,1213,938732989
113,13000,238291,252,45,17643661
114,13000,238292,4452,398,281623785
115,13000,238311,1922,320,104214050
116,13000,238312,2558,261,128068148
117,13000,238321,1625,670,59996162
118,13000,238322,1817,238,95619914
119,13000,238331,1061,296,49600694
120,13000,238332,730,102,35051989
121,13000,238341,372,137,14048050
122,13000,238342,436,56,20134466
123,13000,238351,1946,597,79119645
124,13000,238352,760,158,35372144
125,13000,238391,784,119,33549255
126,13000,238392,2619,186,146508355
127,13000,238911,2622,494,111890852
128,13000,238912,6372,542,316561913
129,13000,238991,2248,363,90823106
130,13000,238992,4233,436,221043319
131,13000,311111,455,13,36394066
132,13000,311119,810,48,37750579
133,13000,311211,453,9,29546446
134,13000,311224,235,9,12170018
135,13000,311225,0,6,0
136,13000,311230,0,6,0
137,13000,311314,0,3,0
138,13000,311340,1077,18,66115563
139,13000,311351,0,10,0
140,13000,311352,355,21,13656579
141,13000,311411,0,2,0
142,13000,311412,0,9,0
143,13000,311421,543,25,24662756
144,13000,311511,352,6,17179767
145,13000,311512,0,1,0
146,13000,311513,0,7,0
147,13000,311514,79,4,4500699
148,13000,311520,405,5,15312773
149,13000,311611,1357,38,48503438
150,13000,311612,2716,38,128667898
151,13000,311613,298,7,16399145
152,13000,311615,31819,65,1020339963
153,13000,311710,769,6,33166388
154,13000,311811,2081,189,53101810
155,13000,311812,4728,93,266538137
156,13000,311813,837,5,31568038
157,13000,311821,1854,11,118418246
158,13000,311824,410,12,22058679
159,13000,311830,1330,6,50622521
160,13000,311911,787,6,41614282
161,13000,311919,1954,13,100969762
162,13000,311920,0,12,0
163,13000,311930,0,12,0
164,13000,311941,0,7,0
165,13000,311942,0,12,0
166,13000,311991,959,23,33572908
167,13000,311999,1182,16,72099252
168,13000,312111,3325,32,170118539
169,13000,312112,766,27,38647008
170,13000,312113,300,24,10552453
171,13000,312120,1525,41,124361030
172,13000,312130,185,27,4802739
173,13000,312140,0,10,0
174,13000,312230,0,5,0
175,13000,313110,10347,96,414230661
176,13000,313210,5523,44,198787475
177,13000,313220,0,6,0
178,13000,313230,1283,19,88645807
179,13000,313240,0,2,0
180,13000,313310,2029,62,96856122
181,13000,313320,183,12,7911683
182,13000,314110,23301,178,1090860459
183,13000,314120,1732,98,47691300
184,13000,314910,804,48,27852409
185,13000,314994,573,15,23247986
186,13000,314999,1929,129,65900076
187,13000,315110,0,2,0
188,13000,315210,417,40,9880754
189,13000,315220,1069,34,37321106
190,13000,315240,510,21,21029165
191,13000,315280,299,12,12648639
192,13000,315990,0,11,0
193,13000,316110,0,4,0
194,13000,316210,0,5,0
195,13000,316992,4,4,121418
196,13000,316998,29,10,1019989
197,13000,321113,5718,141,270381033
198,13000,321114,586,23,28054219
199,13000,321211,1032,23,52697938
200,13000,321212,662,6,30874222
201,13000,321213,0,3,0
202,13000,321214,1016,37,38464924
203,13000,321219,0,10,0
204,13000,321911,1006,47,45476676
205,13000,321912,309,15,10265412
206,13000,321918,1491,61,54860466
207,13000,321920,2565,106,102222081
208,13000,321991,1164,16,35137001
209,13000,321992,648,20,22436478
210,13000,321999,518,52,20578450
211,13000,322110,1495,24,136659582
212,13000,322121,2342,17,180874528
213,13000,322122,576,3,47340638
214,13000,322130,3231,15,287823019
215,13000,322211,3102,64,248431119
216,13000,322212,1665,33,108017817
217,13000,322219,1559,20,66202617
218,13000,322220,2825,38,142324586
219,13000,322230,917,17,57824802
220,13000,322291,1046,7,70544011
221,13000,322299,369,13,20459104
222,13000,323111,9991,725,484661055
223,13000,323113,1467,169,56141859
224,13000,323117,71,8,3251953
225,13000,323120,1480,62,53341685
226,13000,324110,0,3,0
227,13000,324121,304,35,18981159
228,13000,324122,411,11,28553022
229,13000,324191,176,7,12702161
230,13000,324199,0,2,0
231,13000,325110,0,2,0
232,13000,325120,0,14,0
233,13000,325130,687,19,45010998
234,13000,325180,1469,31,134322131
235,13000,325193,0,4,0
236,13000,325194,0,4,0
237,13000,325199,709,21,66548174
238,13000,325211,1084,34,86734119
239,13000,325212,549,8,44657480
240,13000,325220,1310,16,69714735
241,13000,325311,241,11,21842631
242,13000,325314,276,13,12217768
243,13000,325320,285,13,12978343
244,13000,325411,503,12,36191264
245,13000,325412,1984,69,224061173
246,13000,325413,0,10,0
247,13000,325414,0,3,0
248,13000,325510,1814,158,99872550
249,13000,325520,1067,40,60060134
250,13000,325611,836,50,60157034
251,13000,325612,1399,45,92405472
252,13000,325613,468,12,36741645
253,13000,325620,840,40,44938079
254,13000,325910,0,20,0
255,13000,325920,0,1,0
256,13000,325991,818,13,49292486
257,13000,325992,566,13,32055631
258,13000,325998,2050,48,122624770
259,13000,326111,320,9,14148080
260,13000,326112,434,11,23710650
261,13000,326113,2204,29,122091232
262,13000,326121,951,17,46177221
263,13000,326122,720,17,85204288
264,13000,326130,0,4,0
265,13000,326140,1572,26,74523634
266,13000,326150,0,23,0
267,13000,326160,1887,26,89642179
268,13000,326191,1190,22,46541561
269,13000,326199,7291,164,345358969
270,13000,326211,1773,9,87252540
271,13000,326212,518,22,24916736
272,13000,326220,549,15,21784273
273,13000,326291,457,8,19994541
274,13000,326299,1740,33,75423600
275,13000,327110,706,36,34545408
276,13000,327120,1265,24,68467776
277,13000,327211,0,6,0
278,13000,327212,0,10,0
279,13000,327213,982,4,61749838
280,13000,327215,819,33,40054240
281,13000,327310,0,33,0
282,13000,327320,2501,169,134778475
283,13000,327331,337,19,16358993
284,13000,327332,0,9,0
285,13000,327390,2195,83,115670009
286,13000,327420,718,20,46521393
287,13000,327910,0,3,0
288,13000,327991,2441,162,100469627
289,13000,327992,0,6,0
290,13000,327993,1085,18,71415443
291,13000,327999,546,19,32295361
292,13000,331110,760,30,51102504
293,13000,331210,340,8,18927217
294,13000,331221,0,6,0
295,13000,331222,0,5,0
296,13000,331313,0,2,0
297,13000,331314,0,2,0
298,13000,331315,0,1,0
299,13000,331318,1736,8,89701120
300,13000,331410,0,1,0
301,13000,331420,2572,16,144218747
302,13000,331491,0,7,0
303,13000,331492,196,13,11267045
304,13000,331511,863,9,33224006
305,13000,331513,29,3,1439841
306,13000,331523,0,4,0
307,13000,331524,64,8,2759994
308,13000,331529,0,1,0
309,13000,332111,0,6,0
310,13000,332112,0,2,0
311,13000,332114,321,9,15511372
312,13000,332119,1234,29,50059357
313,13000,332215,49,8,1796599
314,13000,332216,736,29,34126860
315,13000,332311,1598,53,65746428
316,13000,332312,1867,68,96472153
317,13000,332313,171,26,7176631
318,13000,332321,2749,49,131996069
319,13000,332322,3941,163,171004584
320,13000,332323,1019,69,49580921
321,13000,332410,892,7,54777427
322,13000,332420,1064,31,55784103
323,13000,332431,0,4,0
324,13000,332439,0,7,0
325,13000,332510,816,25,39731275
326,13000,332613,128,5,6207926
327,13000,332618,295,20,13194227
328,13000,332710,4892,489,236075949
329,13000,332721,126,6,4705681
330,13000,332722,249,6,13998803
331,13000,332811,97,6,5629138
332,13000,332812,1069,57,47885053
333,13000,332813,745,44,31276142
334,13000,332911,0,10,0
335,13000,332912,0,3,0
336,13000,332913,0,3,0
337,13000,332919,0,7,0
338,13000,332991,1453,10,77803020
339,13000,332992,51,6,1733740
340,13000,332994,486,22,23675033
341,13000,332996,177,12,7358374
342,13000,332999,481,30,18534000
343,13000,333111,0,51,0
344,13000,333112,0,8,0
345,13000,333120,0,32,0
346,13000,333131,0,6,0
347,13000,333241,527,21,35717492
348,13000,333242,0,2,0
349,13000,333243,417,21,22834778
350,13000,333244,0,15,0
351,13000,333249,1021,66,57498854
352,13000,333314,60,12,4325172
353,13000,333316,24,8,2807301
354,13000,333318,848,46,55072390
355,13000,333413,408,22,26482588
356,13000,333414,239,9,12547847
357,13000,333415,4510,52,243769685
358,13000,333511,275,19,12494798
359,13000,333514,571,35,25511359
360,13000,333515,203,17,11511132
361,13000,333517,182,34,12737865
362,13000,333519,28,4,1720228
363,13000,333611,45,5,5767405
364,13000,333612,160,5,8419748
365,13000,333613,148,5,7043230
366,13000,333618,751,6,40028748
367,13000,333911,727,20,41732211
368,13000,333912,92,9,5930328
369,13000,333913,8,3,565169
370,13000,333921,0,2,0
371,13000,333922,319,18,19867044
372,13000,333923,0,4,0
373,13000,333924,798,21,44585567
374,13000,333991,0,2,0
375,13000,333992,158,8,8107069
376,13000,333993,364,23,25005521
377,13000,333994,84,6,5644230
378,13000,333995,287,10,15571171
379,13000,333996,0,5,0
380,13000,333997,47,5,3190016
381,13000,333999,351,20,19052308
382,13000,334111,0,24,0
383,13000,334112,0,9,0
384,13000,334118,1643,23,150015800
385,13000,334210,45,14,5474894
386,13000,334220,1767,44,271766576
387,13000,334290,121,16,7402666
388,13000,334310,0,16,0
389,13000,334412,0,6,0
390,13000,334413,283,22,28512807
391,13000,334416,171,5,10818169
392,13000,334417,0,2,0
393,13000,334418,320,10,14960306
394,13000,334419,479,17,15926789
395,13000,334510,324,41,23745803
396,13000,334511,218,14,19555589
397,13000,334512,537,16,42805302
398,13000,334513,1519,38,85686045
399,13000,334514,87,6,3885612
400,13000,334515,186,20,17128381
401,13000,334516,34,10,1781442
402,13000,334517,49,12,2318780
403,13000,334519,252,18,16858871
404,13000,334613,0,5,0
405,13000,334614,187,21,20531802
406,13000,335110,19,4,603480
407,13000,335121,0,5,0
408,13000,335122,2359,24,233784321
409,13000,335129,0,1,0
410,13000,335210,6,6,568761
411,13000,335221,2148,11,102001105
412,13000,335311,2473,40,270374691
413,13000,335312,1403,16,93084488
414,13000,335313,956,28,60890087
415,13000,335314,223,11,20872351
416,13000,335911,0,18,0
417,13000,335912,0,3,0
418,13000,335921,0,4,0
419,13000,335929,0,5,0
420,13000,335931,0,11,0
421,13000,335932,0,2,0
422,13000,335999,165,20,9835471
423,13000,336111,3555,12,237087772
424,13000,336112,0,3,0
425,13000,336120,0,2,0
426,13000,336211,2998,31,168522635
427,13000,336212,1986,14,94220884
428,13000,336214,1484,35,43449011
429,13000,336310,1185,28,66903177
430,13000,336320,598,29,31256061
431,13000,336330,1023,10,46744094
432,13000,336340,1772,9,80312768
433,13000,336350,1080,18,65255193
434,13000,336360,1643,21,74845614
435,13000,336370,3186,18,150197296
436,13000,336390,4499,62,225410109
437,13000,336411,16431,115,1599242537
438,13000,336412,2246,10,146389427
439,13000,336413,1579,20,99830133
440,13000,336414,0,1,0
441,13000,336415,0,5,0
442,13000,336510,0,6,0
443,13000,336611,0,4,0
444,13000,336612,1240,16,51283405
445,13000,336991,0,11,0
446,13000,336992,0,2,0
447,13000,336999,3128,20,183017801
448,13000,337110,3584,338,134443485
449,13000,337121,595,17,18543945
450,13000,337122,491,76,16671523
451,13000,337124,0,17,0
452,13000,337125,0,3,0
453,13000,337127,801,19,23995915
454,13000,337211,372,17,18183903
455,13000,337212,556,54,23920761
456,13000,337214,883,9,39642842
457,13000,337215,1975,55,89972732
458,13000,337910,1245,18,52509622
459,13000,337920,231,8,12431552
460,13000,339112,1765,44,153877244
461,13000,339113,2495,69,176390251
462,13000,339114,79,14,4962392
463,13000,339115,965,22,55276888
464,13000,339116,1370,240,55665636
465,13000,339910,48,31,1292318
466,13000,339920,796,47,33294235
467,13000,339930,483,26,37438169
468,13000,339940,452,9,20342917
469,13000,339950,2010,242,90588043
470,13000,339991,240,14,12327618
471,13000,339992,52,15,1859535
472,13000,339993,0,4,0
473,13000,339994,58,8,4570268
474,13000,339995,0,4,0
475,13000,339999,618,52,27535733
476,13000,423110,4297,196,342325931
477,13000,423120,4661,346,255800127
478,13000,423130,1482,87,81088879
479,13000,423140,333,52,10974238
480,13000,423210,1599,189,93657321
481,13000,423220,5744,336,408374814
482,13000,423310,6159,281,458083351
483,13000,423320,1846,206,104474680
484,13000,423330,1093,78,78941409
485,13000,423390,739,64,35944376
486,13000,423410,419,38,29284112
487,13000,423420,1458,115,92696216
488,13000,423430,12049,591,1486767407
489,13000,423440,1709,176,98742976
490,13000,423450,7754,532,699632500
491,13000,423460,415,44,23804598
492,13000,423490,1238,94,83004639
493,13000,423510,3738,214,234548151
494,13000,423520,4,3,547276
495,13000,423610,6504,453,597523413
496,13000,423620,1488,116,120090335
497,13000,423690,3109,344,305132150
498,13000,423710,2673,182,152341490
499,13000,423720,2502,187,166694652
500,13000,423730,1940,171,147443863
501,13000,423740,727,36,41099020
502,13000,423810,2200,143,164481247
503,13000,423820,3056,207,151314410
504,13000,423830,11836,847,886927850
505,13000,423840,3267,375,221634543
506,13000,423850,1673,186,78347226
507,13000,423860,1142,115,76317174
508,13000,423910,1643,134,75195839
509,13000,423920,288,33,18190078
510,13000,423930,3823,351,220550195
511,13000,423940,722,196,32980339
512,13000,423990,1862,270,84917480
513,13000,424110,89,17,6233491
514,13000,424120,1972,126,99393423
515,13000,424130,2916,163,293050645
516,13000,424210,4954,335,600190368
517,13000,424310,807,100,46834135
518,13000,424320,800,76,26997672
519,13000,424330,3176,144,137484295
520,13000,424340,118,35,5954231
521,13000,424410,7630,171,434301234
522,13000,424420,955,47,62243679
523,13000,424430,1189,48,58052466
524,13000,424440,775,27,27913639
525,13000,424450,1498,90,81943318
526,13000,424460,795,37,33515270
527,13000,424470,1859,52,99086946
528,13000,424480,2103,115,106098113
529,13000,424490,5797,260,317586847
530,13000,424510,133,14,5992598
531,13000,424520,208,19,3436259
532,13000,424590,1163,59,57941931
533,13000,424610,762,99,65845815
534,13000,424690,4181,360,327479545
535,13000,424710,732,67,48334220
536,13000,424720,1878,164,119958587
537,13000,424810,2008,42,99937358
538,13000,424820,3836,93,286718488
539,13000,424910,2576,278,134049375
540,13000,424920,1396,63,57903420
541,13000,424930,1422,117,52946889
542,13000,424940,926,21,46977119
543,13000,424950,878,75,71850264
544,13000,424990,1311,215,67012353
545,13000,425110,2113,224,136704999
546,13000,425120,48026,11831,4232445129
547,13000,441110,32268,541,1860746589
548,13000,441120,8060,985,391931971
549,13000,441210,844,45,39489426
550,13000,441222,659,76,29614870
551,13000,441228,1910,199,78128706
552,13000,441310,15022,1190,469874821
553,13000,441320,6367,863,248134835
554,13000,442110,7272,847,301974929
555,13000,442210,3410,318,195560773
556,13000,442291,162,45,5157463
557,13000,442299,5566,446,110011206
558,13000,443141,1054,171,35824811
559,13000,443142,18031,1337,1059720175
560,13000,444110,24129,276,664413964
561,13000,444120,975,164,42247854
562,13000,444130,3690,392,101341338
563,13000,444190,6440,548,353279519
564,13000,444210,830,143,27119647
565,13000,444220,3581,337,98530964
566,13000,445110,80885,1814,1728278996
567,13000,445120,2766,1061,57941751
568,13000,445210,1094,143,23009731
569,13000,445220,344,71,9215777
570,13000,445230,1814,94,50142667
571,13000,445291,448,60,14824881
572,13000,445292,496,52,11775195
573,13000,445299,689,116,14632841
574,13000,445310,3925,914,86280572
575,13000,446110,20481,2253,809486719
576,13000,446120,4650,632,90718400
577,13000,446130,2085,322,66817263
578,13000,446191,1134,302,25009946
579,13000,446199,1187,214,58727964
580,13000,447110,26249,4878,596793851
581,13000,447190,2834,219,61493814
582,13000,448110,1610,225,44141895
583,13000,448120,9699,979,149703440
584,13000,448130,2179,219,38216360
585,13000,448140,12007,629,210036908
586,13000,448150,1608,229,32347489
587,13000,448190,3133,334,63753204
588,13000,448210,6674,636,118795872
589,13000,448310,3303,588,112674356
590,13000,448320,220,34,6744022
591,13000,451110,8635,627,194074764
592,13000,451120,4974,323,87572607
593,13000,451130,925,121,16038118
594,13000,451140,864,121,25093027
595,13000,451211,2379,216,45263309
596,13000,451212,166,35,4367294
597,13000,452111,14262,198,320824345
598,13000,452112,22036,348,418044197
599,13000,452910,0,246,0
600,13000,452990,0,1825,0
601,13000,453110,1270,392,25938813
602,13000,453210,4296,266,188117053
603,13000,453220,4006,588,101318248
604,13000,453310,4297,567,83178891
605,13000,453910,3518,202,83626709
606,13000,453920,213,93,6203602
607,13000,453930,227,79,9312932
608,13000,453991,685,171,13888103
609,13000,453998,2598,539,76962782
610,13000,454111,5402,513,231750885
611,13000,454112,54,16,1933339
612,13000,454113,1492,101,85699392
613,13000,454210,1379,130,46363063
614,13000,454310,1615,233,66346980
615,13000,454390,1854,284,86233404
616,13000,481111,38210,42,4306763868
617,13000,481112,213,21,15923932
618,13000,481211,587,93,41561288
619,13000,481212,73,15,2859326
620,13000,481219,45,16,2883977
621,13000,482111,0,1,0
622,13000,482112,0,1,0
623,13000,483111,172,18,11741034
624,13000,483112,0,5,0
625,13000,483113,83,8,2336653
626,13000,483114,28,6,1096901
627,13000,483211,0,5,0
628,13000,483212,0,1,0
629,13000,484110,3508,505,143697515
630,13000,484121,19779,1464,896999182
631,13000,484122,14259,414,776898106
632,13000,484210,3178,275,103564200
633,13000,484220,4880,742,222552920
634,13000,484230,4733,428,223552166
635,13000,485111,0,4,0
636,13000,485112,0,2,0
637,13000,485113,901,13,30961675
638,13000,485119,0,3,0
639,13000,485210,0,12,0
640,13000,485310,295,64,7788408
641,13000,485320,924,86,19671047
642,13000,485410,687,45,15012699
643,13000,485510,0,35,0
644,13000,485991,1437,109,47822727
645,13000,485999,801,38,16431214
646,13000,486110,0,8,0
647,13000,486210,0,16,0
648,13000,486910,0,25,0
649,13000,486990,0,1,0
650,13000,487110,328,24,6676684
651,13000,487210,81,11,2086852
652,13000,487990,63,7,1321838
653,13000,488111,4616,193,213225631
654,13000,488119,1803,55,51193747
655,13000,488190,2879,163,154067004
656,13000,488210,1421,37,64757387
657,13000,488310,44,6,2030722
658,13000,488320,4064,19,148326403
659,13000,488330,237,13,15217784
660,13000,488390,50,8,3118864
661,13000,488410,1573,283,60115491
662,13000,488490,2366,135,88609903
663,13000,488510,10030,898,586046920
664,13000,488991,628,43,20450424
665,13000,488999,543,29,23146679
666,13000,491110,16859,682,975592426
667,13000,492110,21790,364,1182181976
668,13000,492210,1302,230,47067413
669,13000,493110,34194,572,1356039169
670,13000,493120,3635,60,158760195
671,13000,493130,884,52,34323112
672,13000,493190,1245,113,90331249
673,13000,511110,5059,219,377765768
674,13000,511120,2040,278,164660977
675,13000,511130,495,80,34927899
676,13000,511140,536,53,51286352
677,13000,511199,108,19,8827873
678,13000,511210,15735,943,1754575963
679,13000,512110,10919,545,713590382
680,13000,512120,34,15,3023374
681,13000,512131,0,129,0
682,13000,512132,0,5,0
683,13000,512191,194,64,13491504
684,13000,512199,82,13,5847648
685,13000,512210,19,13,2699827
686,13000,512220,0,19,0
687,13000,512230,0,17,0
688,13000,512240,182,60,8027349
689,13000,512290,47,13,2506795
690,13000,515111,705,59,57189844
691,13000,515112,1159,100,59570002
692,13000,515120,9339,101,1026296968
693,13000,515210,1619,29,167649391
694,13000,517110,31817,739,2959482184
695,13000,517210,6798,231,623334226
696,13000,517410,130,15,11620877
697,13000,517911,3427,259,220115437
698,13000,517919,2497,82,299622274
699,13000,518210,9703,652,1024197488
700,13000,519110,85,13,7867787
701,13000,519120,2709,156,73390988
702,13000,519130,3898,528,344175015
703,13000,519190,94,30,7897382
704,13000,521110,0,9,0
705,13000,522110,36176,2556,2893536861
706,13000,522120,1141,62,95989896
707,13000,522130,4935,274,247530211
708,13000,522190,407,42,21237278
709,13000,522210,864,28,106705477
710,13000,522220,2977,268,218927426
711,13000,522291,4652,965,257527168
712,13000,522292,4788,568,542410717
713,13000,522293,1,7,101634
714,13000,522294,0,7,0
715,13000,522298,4618,900,290005684
716,13000,522310,1878,405,229896687
717,13000,522320,10717,334,870065900
718,13000,522390,781,151,33761257
719,13000,523110,2940,198,683173640
720,13000,523120,4238,743,705458777
721,13000,523130,344,20,22937405
722,13000,523140,0,18,0
723,13000,523210,0,1,0
724,13000,523910,524,188,71173020
725,13000,523920,2337,500,375807803
726,13000,523930,4601,1143,682018859
727,13000,523991,552,45,63470725
728,13000,523999,871,29,170301536
729,13000,524113,7238,204,650917265
730,13000,524114,2570,66,174235051
731,13000,524126,20297,461,1393373219
732,13000,524127,891,39,84851668
733,13000,524128,681,32,73059635
734,13000,524130,1402,27,104565695
735,13000,524210,30777,4699,2428114439
736,13000,524291,2520,220,204191578
737,13000,524292,5513,230,352635021
738,13000,524298,2151,265,151305216
739,13000,525110,6,8,766409
740,13000,525120,0,3,0
741,13000,525190,0,9,0
742,13000,525910,0,4,0
743,13000,525920,32,27,2215276
744,13000,525990,149,31,59864379
745,13000,531110,10118,1641,462052572
746,13000,531120,5593,853,317456840
747,13000,531130,1698,517,58197721
748,13000,531190,741,231,30346411
749,13000,531210,10023,4518,724009404
750,13000,531311,9259,1159,431127871
751,13000,531312,4532,605,417737814
752,13000,531320,947,543,47877354
753,13000,531390,1380,319,121216837
754,13000,532111,3878,329,124451364
755,13000,532112,432,14,38378610
756,13000,532120,4009,300,201957811
757,13000,532210,1530,154,82818509
758,13000,532220,446,33,8889535
759,13000,532230,135,54,2804049
760,13000,532291,1686,121,69552612
761,13000,532292,107,16,3562949
762,13000,532299,1547,185,48764126
763,13000,532310,1079,108,55186210
764,13000,532411,16,13,1142396
765,13000,532412,1332,114,92383673
766,13000,532420,523,47,41866057
767,13000,532490,1729,237,96832744
768,13000,533110,1107,157,102490308
769,13000,541110,29493,6166,2521208034
770,13000,541191,578,171,30076184
771,13000,541199,390,90,23916720
772,13000,541211,16019,1844,1428024392
773,13000,541213,3044,1048,93962775
774,13000,541214,7541,186,546919861
775,13000,541219,8372,1719,443589641
776,13000,541310,5098,646,423595812
777,13000,541320,890,200,57939246
778,13000,541330,32111,2608,2764758939
779,13000,541340,333,93,17477749
780,13000,541350,516,198,24249852
781,13000,541360,130,39,5220930
782,13000,541370,1485,315,67650773
783,13000,541380,2702,247,178290845
784,13000,541410,1819,587,104571844
785,13000,541420,103,47,5947036
786,13000,541430,2564,693,152125487
787,13000,541490,197,78,9880031
788,13000,541511,26681,3710,2729966822
789,13000,541512,30734,5531,3098105160
790,13000,541513,5472,281,444307541
791,13000,541519,3239,572,309117700
792,13000,541611,19863,3658,2301537390
793,13000,541612,2654,447,263731206
794,13000,541613,8880,1902,597622469
795,13000,541614,2789,646,206393045
796,13000,541618,3372,468,234250926
797,13000,541620,1807,337,132209600
798,13000,541690,2464,590,229495103
799,13000,541711,1581,145,141986035
800,13000,541712,3523,281,320707023
801,13000,541720,495,75,34546482
802,13000,541810,6024,635,673454576
803,13000,541820,1222,347,96571071
804,13000,541830,258,43,26796966
805,13000,541840,1062,170,88451102
806,13000,541850,3557,154,304265975
807,13000,541860,871,99,53766052
808,13000,541870,223,33,8170323
809,13000,541890,2728,359,91865430
810,13000,541910,1996,267,130698837
811,13000,541921,1343,371,34771357
812,13000,541922,285,121,13141038
813,13000,541930,1028,132,62433311
814,13000,541940,11497,910,381639019
815,13000,541990,2468,362,163810570
816,13000,551111,1488,135,148033912
817,13000,551112,2478,223,316806268
818,13000,551114,64025,1310,6607463874
819,13000,561110,15923,1407,1094879957
820,13000,561210,7942,175,322112818
821,13000,561311,8785,813,445989302
822,13000,561312,1542,236,129904680
823,13000,561320,119651,3101,3679337743
824,13000,561330,28579,1133,998942028
825,13000,561410,1346,357,57537278
826,13000,561421,1762,75,59735796
827,13000,561422,9979,203,261161412
828,13000,561431,941,220,21683361
829,13000,561439,4310,294,223878502
830,13000,561440,4581,239,258026363
831,13000,561450,3324,62,510724763
832,13000,561491,228,43,8332330
833,13000,561492,498,130,24521984
834,13000,561499,1600,203,109436064
835,13000,561510,3082,347,229265150
836,13000,561520,504,82,19916400
837,13000,561591,562,101,27824303
838,13000,561599,947,96,42068161
839,13000,561611,1118,190,52798593
840,13000,561612,21080,388,450816472
841,13000,561613,936,25,36296580
842,13000,561621,3917,299,252043816
843,13000,561622,588,117,29921066
844,13000,561710,6913,651,332783147
845,13000,561720,27958,2037,572443554
846,13000,561730,21882,3165,756340177
847,13000,561740,1111,243,41926702
848,13000,561790,2871,378,85821859
849,13000,561910,1210,73,46182991
850,13000,561920,2391,259,133236611
851,13000,561990,5140,415,183490020
852,13000,562111,4741,316,219810830
853,13000,562112,168,10,8065052
854,13000,562119,226,32,9650475
855,13000,562211,0,27,0
856,13000,562212,758,75,48453766
857,13000,562213,0,3,0
858,13000,562219,270,18,14771013
859,13000,562910,1502,172,80141806
860,13000,562920,491,21,25780247
861,13000,562991,538,100,21138606
862,13000,562998,545,41,27799924
863,13000,611110,266758,3281,10647660781
