Fips,Establishments,Employees,Payroll
19023,238,1224,7872
19025,191,1357,14655
19027,608,6718,50026
19029,334,2996,19400
19031,330,2588,15089
19033,1072,12733,103226
19035,239,2169,20906
19037,266,1845,14023
19039,128,1542,10668
19041,426,4853,32252
19043,344,3285,24249
19045,814,9383,49474
19047,289,2617,20924
19049,1844,31131,680502
19051,122,913,10559
19053,95,765,8043
19055,365,3101,26082
19057,808,10522,74043
19059,591,4172,22141
19061,2075,34778,190753
19063,194,1630,13429
19065,394,3769,18467
19067,284,2698,24570
19069,224,1791,9979
19071,120,802,6788
19073,193,1970,13957
19075,206,2203,21985
19077,242,1514,8069
19079,283,2863,27068
19081,222,2288,18087
19083,387,3181,18668
19085,257,2159,18825
19087,356,3125,18426
19089,174,1342,9145
19091,190,1599,10378
19093,171,1226,10355
19095,312,2454,16775
19097,373,2408,11537
19099,592,5087,26816
19101,528,5250,29691
19103,2714,48449,491490
19105,370,2609,15956
19107,153,1016,7715
19109,401,3145,17966
19111,621,8061,50120
19113,4621,79724,430776
19115,154,1170,6739
19117,123,973,10320
19119,268,2426,12824
19121,331,1906,11336
19123,400,3862,18366
19125,642,6776,41674
19127,595,6521,37854
19129,214,1266,6513
19131,216,1882,11368
19133,158,1365,12422
19135,133,1007,7701
19137,219,1951,16755
19139,704,10050,57431
19141,350,3441,22566
19143,122,1267,9008
19145,298,3065,37049
19147,198,1806,13416
19149,484,5047,27507
19151,139,967,8723
19153,11203,218459,1434595
19155,1500,18676,112288
19157,431,6277,48411
19159,101,802,7282
19161,227,1373,12001
19163,3535,58742,278997
19165,285,2591,14534
19167,948,11953,63567
19169,1693,21273,124975
19171,216,2213,16031
19173,94,472,2636
19175,240,2589,20503
19177,91,563,5421
19179,514,7408,43235
19181,792,6556,24748
19183,513,4721,30644
19185,99,776,10938
19187,750,8990,59201
19189,218,2234,8666
19191,446,6119,29961
19193,2026,31532,210579
19195,140,1211,6214
19197,278,2201,20555
20001,248,1938,10875
20003,129,920,7004
20005,266,3490,18841
20007,133,736,5143
20009,744,7393,57288
20011,254,2242,9979
20013,189,2019,13390
20015,1057,9437,48429
20017,34,145,1106
20019,37,276,2424
20021,233,3067,25837
20023,79,459,5228
20025,45,334,5747
20027,188,1322,7586
20029,214,1818,9576
20031,143,2161,59864
20033,38,248,3728
20035,513,5605,32581
20037,725,9969,48760
20039,69,465,2913
20041,323,2585,15863
20043,93,584,3485
20045,2250,26286,134642
20047,46,298,3714
20049,32,187,1652
20051,859,8873,63222
20053,118,832,3949
20055,712,7733,32624
20057,591,6884,29579
20059,407,4937,28273
20061,430,5191,28820
20063,88,680,4020
20065,57,372,3881
20067,159,1476,7845
20069,174,1128,7927
20071,26,226,4048
20073,113,741,6077
20075,50,385,3368
20077,133,900,7716
20079,567,7795,58976
20081,80,561,5277
20083,28,162,2157
20085,194,2350,16647
20087,234,1507,10072
20089,52,252,1911
20091,15506,262579,1725311
20093,51,545,8490
20095,165,1111,6883
20097,57,439,4289
20099,301,3961,61547
20101,39,191,1590
20103,1016,10388,69649
20105,64,449,2542
20107,136,886,13288
20109,80,570,4635
20111,622,6534,32197
20113,676,7771,39224
20115,209,1926,9760
20117,261,1919,9617
20119,94,610,4592
20121,620,5310,45821
20123,165,1660,10759
20125,531,6125,44191
20127,96,812,6764
20129,54,465,3478
20131,254,2409,14366
20133,305,2935,20864
20135,99,716,6254
20137,131,1102,9560
20139,188,1017,5793
20141,94,631,3841
20143,108,664,5037
20145,99,1581,34208
20147,161,968,5950
20149,509,5840,30284
20151,291,2460,14493
20153,64,513,5692
20155,1173,14220,82759
20157,113,780,5706
20159,186,1316,5144
20161,1337,15923,66907
20163,123,849,5941
20165,63,423,2897
20167,188,1194,5941
20169,1106,15502,96697
20171,147,1153,11037
20173,9780,150653,783634
20175,396,3889,20911
20177,3261,55426,459262
20179,75,538,5435
20181,193,1373,8102
20183,90,587,5632
20185,89,439,3191
20187,38,336,3795
20189,96,741,4921
20191,344,2479,13585
20193,236,1981,13354
20195,74,483,4009
20197,95,547,2377
20199,27,133,764
20201,140,874,6147
20203,55,315,2942
20205,145,2146,34965
20207,54,304,2278
20209,2226,44775,400575
21001,216,1891,10532
21003,157,1533,7901
21005,250,1709,7491
21007,94,575,3714
21009,586,8421,45752
21011,86,858,6239
21013,318,3783,27155
21015,2240,47693,264738
21017,272,2715,17246
21019,915,15674,193400
21021,584,8666,65566
21023,62,392,2345
21025,104,1419,15914
21027,200,1684,10020
21029,876,9868,56645
21031,124,842,4541
21033,186,1758,9352
21035,639,6788,33556
21037,1317,17535,81208
21039,65,503,4031
21041,149,1991,11596
21043,269,3267,11424
21045,130,1336,10992
21047,902,12518,72846
21049,554,8051,40269
21051,150,1769,24635
21053,113,1039,8540
21055,100,880,5316
21057,56,686,9376
21059,1747,28747,179389
21061,74,555,4600
21063,23,243,3205
21065,122,1102,8675
21067,7288,129666,832033
21069,146,1117,8325
21071,509,6161,61296
21073,946,10879,55735
21075,73,581,2832
21077,48,534,5637
21079,168,949,7077
21081,256,2051,12922
21083,479,4906,28676
21085,286,3524,19522
21087,120,979,11505
21089,333,3448,19133
21091,78,592,2199
21093,1645,25281,187643
21095,259,3219,29417
21097,199,2330,24678
21099,169,1118,6916
21101,728,7799,39671
21103,155,1166,5094
21105,40,361,3311
21107,671,8470,61897
21109,53,478,5075
21111,16036,309998,1858412
21113,944,11936,42500
21115,248,2350,13723
21117,2566,45248,329729
21119,98,1021,6236
21121,293,5820,25799
21123,136,1224,17768
21125,817,13568,58953
21127,133,1653,16823
21129,61,960,10319
21131,56,660,7298
21133,196,2005,25338
21135,64,643,6260
21137,204,1606,10438
21139,96,1400,10592
21141,320,2685,10964
21143,117,976,5552
21145,1523,23012,167859
21147,89,762,4197
21149,108,797,4371
21151,1302,15830,76872
21153,89,743,6664
21155,230,3288,23336
21157,482,5013,25677
21159,84,746,4120
21161,300,4126,26658
21163,256,2156,8548
21165,18,194,5242
21167,267,1939,8147
21169,75,390,1922
21171,116,1215,12254
21173,372,3602,20311
21175,86,1033,7429
21177,356,3902,27744
21179,702,6864,39076
21181,52,268,2658
21183,260,2691,20815
21185,1119,10985,73059
21187,92,704,3616
21189,22,260,7822
21191,123,860,4671
21193,378,7063,76815
21195,789,12259,127712
21197,106,793,4218
21199,975,12802,101894
21201,8,127,2051
21203,136,2294,26832
21205,351,4572,47405
21207,216,2763,19040
21209,756,8441,39741
21211,766,7419,33097
21213,263,3108,12514
21215,180,968,4844
21217,455,6518,33950
21219,103,694,3233
21221,144,1304,5663
21223,49,525,10445
21225,178,2952,29752
21227,2148,35469,193554
21229,172,1460,11566
21231,179,2277,11780
21233,127,913,7220
21235,429,7953,60322
21237,50,428,5573
21239,456,4453,17525
22001,849,8128,34541
22003,217,2086,12900
22005,1868,29127,246896
22007,156,1475,18260
22009,491,6240,39846
22011,449,4391,23140
22013,152,1764,17099
22015,1946,26132,122046
22017,4920,75860,682822
22019,3563,57172,310316
22021,122,1205,15274
22023,92,800,10178
22025,128,1046,6113
22027,158,1653,13202
22029,258,2470,13564
22031,321,3188,30889
22033,10052,203999,1362431
22035,69,806,6038
22037,166,2625,48197
22039,380,4207,56915
22041,287,2595,14004
22043,128,693,4097
22045,1113,14673,71669
22047,374,5300,42572
22049,160,1539,15321
22051,9274,134718,789731
22053,458,4369,27667
22055,6989,100719,606940
22057,1231,17036,118046
22059,285,2886,16821
22061,865,11478,51479
22063,1488,17004,97810
22065,136,1863,18080
22067,327,4040,31570
22069,624,6899,30422
22071,8109,155733,816483
22073,3326,45198,244003
22075,445,4710,25559
22077,239,2460,16712
22079,2454,34970,316851
22081,85,1079,9346
22083,319,3858,32214
22085,348,2187,12465
22087,491,4037,17849
22089,724,12229,74962
22091,76,630,9560
22093,194,2122,10378
22095,538,12223,158853
22097,1146,14358,115805
22099,666,7230,30051
22101,796,12649,69512
22103,5438,61989,392886
22105,1889,26781,166381
22107,34,231,2261
22109,1997,31856,173475
22111,257,2263,12529
22113,707,6356,38264
22115,510,5535,38396
22117,413,5130,33400
22119,541,6344,46609
22121,370,6319,51441
22123,126,1105,10223
22125,148,2707,47586
22127,202,2472,21137
23001,2131,30823,229164
23003,1322,12569,136265
23005,9682,135777,974535
23007,651,6140,37631
23009,1824,12217,80236
23011,2519,36812,314186
23013,1393,9827,64124
23015,1069,6313,39530
23017,998,8985,56848
23019,3081,41625,379146
23021,318,2513,28954
23023,790,6074,31332
23025,847,7337,53656
23027,731,6609,42080
23029,574,4159,34932
23031,4451,37846,260044
24001,1106,15789,125820
24003,11880,184225,1539395
24005,16574,264566,1640069
24009,1426,15299,100765
24011,454,4059,20286
24013,3447,37365,229742
24015,1364,15611,100745
24017,2081,24297,126051
24019,501,5264,35607
24021,5239,69052,415683
24023,658,7453,30989
24025,4591,53177,375707
24027,8363,154547,1821895
24029,455,4808,22404
24031,24356,394512,3561588
24033,12752,215325,1347191
24035,1068,8344,42168
24037,1605,28205,497937
24039,257,3151,29269
24041,1170,13602,89949
24043,2577,38516,242532
24045,1924,25780,202236
24047,1700,15576,116556
24510,9822,260107,2451771
25001,6884,56768,416544
25003,2943,38160,272970
25005,9837,135744,988913
25007,891,4265,36958
25009,15391,208918,1489113
25011,1156,12351,69072
25013,7086,126454,1003545
25015,2795,39104,262355
25017,37344,771937,7938169
25019,968,3756,40937
25021,16821,263026,1637983
25023,10197,132381,853242
25025,18767,597752,7607923
25027,14576,227337,1668553
26001,126,616,2967
26003,169,936,5676
26005,1787,20941,97952
26007,581,6495,57505
26009,409,2453,14218
26011,205,1829,11684
26013,112,890,5412
26015,703,6001,25002
26017,1518,19484,121731
26019,347,2370,16580
26021,2582,35258,208193
26023,562,5999,30388
26025,1756,29326,243021
26027,539,4162,18387
26029,612,5210,33231
26031,564,2920,17034
26033,571,5993,41637
26035,395,3357,21353
26037,1053,11348,52396
26039,208,2027,26260
26041,693,6998,33302
26043,589,7770,89866
26045,1644,23584,136123
26047,1201,11300,78222
26049,5799,85766,561906
26051,285,2437,12609
