Fips,Establishments,Employees,Payroll
20077,84,626,2231
20079,543,7645,12578
20081,39,223,1512
20083,7,23,348
20085,143,770,1215
20087,164,888,1959
20089,39,129,572
20091,17900,335399,222951
20093,19,74,974
20095,93,495,1420
20097,31,111,1075
20099,267,2735,4257
20101,12,30,715
20103,1047,11247,17378
20105,18,95,784
20107,77,425,984
20109,40,239,1470
20111,580,7027,12947
20113,663,7931,8537
20115,162,1130,2373
20117,202,1390,2258
20119,48,304,1827
20121,535,4373,5966
20123,109,1055,4386
20125,539,6338,6603
20127,36,198,810
20129,21,142,433
20131,248,2356,4984
20133,224,2115,3251
20135,57,331,2730
20137,61,347,1832
20139,142,724,1378
20141,53,311,1538
20143,52,207,1264
20145,37,220,833
20147,102,443,1550
20149,439,5748,8982
20151,208,1788,2895
20153,23,203,5095
20155,1269,16085,11903
20157,63,306,1001
20159,143,962,1798
20161,1370,16090,11597
20163,70,399,1089
20165,31,169,959
20167,142,771,1283
20169,1163,16215,10448
20171,91,553,1620
20173,11989,221749,222581
20175,345,3974,8352
20177,3772,66224,93687
20179,39,223,3203
20181,142,1036,2239
20183,48,299,1400
20185,41,149,1038
20187,16,92,2013
20189,57,348,1273
20191,312,2825,8110
20193,167,1322,2530
20195,36,148,378
20197,39,177,777
20199,8,21,558
20201,101,535,1557
20203,18,67,435
20205,89,503,1208
20207,26,118,631
20209,2687,49255,37367
21001,192,1685,2788
21003,108,1486,12411
21005,180,1197,2572
21007,53,289,1352
21009,611,7626,7404
21011,53,422,2395
21013,317,3398,6577
21015,2777,72394,86014
21017,214,1970,6764
21019,965,12932,14126
21021,520,7615,17405
21023,33,183,876
21025,81,977,2549
21027,177,1476,2234
21029,924,15407,45674
21031,68,496,1366
21033,141,1423,2905
21035,627,7206,13385
21037,1384,17434,18199
21039,23,142,1192
21041,114,1518,6248
21043,251,2584,5601
21045,108,1711,6674
21047,1009,15789,28298
21049,494,6769,14840
21051,136,1558,8051
21053,79,652,1440
21055,58,493,1521
21057,22,136,872
21059,2010,30005,28467
21061,46,258,1170
21063,6,56,301
21065,84,703,2930
21067,8573,159802,161699
21069,112,724,1467
21071,487,6331,16831
21073,957,12777,15254
21075,48,388,1149
21077,28,158,610
21079,122,682,1659
21081,223,1934,4149
21083,464,4625,5235
21085,263,2424,3482
21087,68,511,1160
21089,301,3234,4294
21091,29,254,1553
21093,1913,26765,15457
21095,239,2592,6346
21097,142,1399,3418
21099,139,1120,2090
21101,743,8235,7949
21103,119,841,1830
21105,11,166,4228
21107,691,8129,11529
21109,25,232,752
21111,19599,432210,490905
21113,921,9571,11259
21115,194,1727,3007
21117,2888,50573,69765
21119,67,522,1621
21121,295,3583,7503
21123,96,953,16551
21125,941,14286,11678
21127,104,893,2590
21129,20,169,1204
21131,44,357,1274
21133,169,1336,2859
21135,61,567,1912
21137,167,1108,1668
21139,60,832,8849
21141,304,2441,2350
21143,60,551,1777
21145,1780,27251,29442
21147,84,1095,4992
21149,72,367,1103
21151,1470,17128,13000
21153,68,554,2350
21155,206,4775,20375
21157,488,5871,15403
21159,67,606,1779
21161,256,2980,4451
21163,198,1753,3479
21165,11,54,325
21167,202,1605,2792
21169,38,221,717
21171,113,1160,5032
21173,345,3324,3851
21175,66,664,1935
21177,334,2825,3628
21179,709,9135,39710
21181,27,97,259
21183,212,1575,3354
21185,1020,9693,27285
21187,43,255,1207
21189,14,90,1191
21191,69,359,781
21193,383,5284,11733
21195,923,11562,14612
21197,78,713,1935
21199,1122,13851,11367
21201,3,5,26
21203,88,609,1604
21205,300,3251,4669
21207,183,1583,2402
21209,699,8475,11365
21211,814,9168,11256
21213,218,3433,7974
21215,125,709,1726
21217,408,4675,11282
21219,93,759,1549
21221,91,717,1440
21223,22,270,17560
21225,124,962,1668
21227,2559,43707,40411
21229,116,922,2326
21231,130,1187,2422
21233,115,716,1465
21235,405,4600,6850
21237,27,132,718
21239,375,4117,11807
22001,901,8735,7382
22003,171,1326,2362
22005,2164,36346,42376
22007,120,1196,7853
22009,512,4653,6533
22011,435,3611,3564
22013,119,1444,12127
22015,2266,30328,21402
22017,5799,86381,148597
22019,4368,73381,56691
22021,81,782,1970
22023,69,486,10976
22025,93,429,1488
22027,137,1190,5047
22029,204,1579,2379
22031,265,2590,10119
22033,12100,237950,298534
22035,34,226,1372
22037,108,787,1557
22039,337,3285,6537
22041,234,2095,3816
22043,100,503,1297
22045,1244,16809,15774
22047,350,7871,115275
22049,114,911,2821
22051,11399,169282,116274
22053,441,3899,4255
22055,8323,122863,95955
22057,1440,22912,42565
22059,237,1764,7298
22061,859,11187,8898
22063,1658,19353,19010
22065,98,1039,2305
22067,279,3160,4406
22069,561,5227,4890
22071,9542,174363,221085
22073,3906,54114,37162
22075,433,4589,7011
22077,193,1736,7223
22079,2877,41039,58595
22081,50,563,2360
22083,272,2672,3259
22085,306,2224,5222
22087,498,4660,5336
22089,739,12254,20883
22091,58,402,1651
22093,189,3030,20451
22095,502,12082,73669
22097,1340,16486,19356
22099,704,8106,10005
22101,892,15108,40570
22103,6404,76369,69728
22105,2225,31899,29844
22107,15,105,1568
22109,2439,40541,37257
22111,211,1633,3293
22113,722,6225,6761
22115,477,4490,4585
22117,438,4280,4519
22119,562,6174,6328
22121,337,5084,7961
22123,78,437,1218
22125,79,825,2690
22127,149,1823,12133
23001,2503,32596,21887
23003,1620,16376,25916
23005,11470,168589,141447
23007,688,5808,5432
23009,2032,14541,21488
23011,2925,43215,49362
23013,1523,10166,7286
23015,1145,6124,5742
23017,1091,9669,8811
23019,3793,52655,62304
23021,317,2210,2824
23023,728,5872,6127
23025,949,8060,7232
23027,739,4835,3612
23029,623,4959,4971
23031,5304,48955,36722
24001,1191,15491,12529
24003,14125,226720,263142
24005,19756,326051,187376
24009,1467,14372,14918
24011,430,5048,12094
24013,3926,43714,26617
24015,1473,19934,29623
24017,2434,30514,20447
24019,474,4442,4650
24021,5991,84140,47663
24023,641,5734,6319
24025,5254,66822,49896
24027,9382,172757,211085
24029,389,3180,3420
24031,27216,446618,386127
24033,15470,265976,159830
24035,1106,9143,7115
24037,1768,30057,128550
24039,238,2141,4447
24041,1192,12796,11731
24043,3123,48073,29372
24045,2157,27902,17774
24047,1887,15777,29327
24510,11971,291022,890387
25001,8310,69767,52006
25003,3438,41252,26418
25005,12492,191783,109084
25007,912,4002,8010
25009,18861,285788,166117
25011,1231,14649,16706
25013,9056,161518,125786
25015,3190,43713,65743
25017,44105,920847,1554935
25019,983,3608,10018
25021,19854,326389,194168
25023,12458,170299,110577
25025,21633,658672,1773940
25027,18019,304906,211450
26001,96,661,1662
26003,113,688,1483
26005,2124,28893,28417
26007,517,5581,6555
26009,349,2496,4644
26011,190,1457,2959
26013,76,652,3810
26015,656,5592,6466
26017,1750,20971,14902
26019,284,2170,5660
26021,3131,41693,42762
26023,562,6795,13444
26025,2079,32605,67364
26027,520,4570,4674
26029,578,5002,8893
26031,509,2836,3811
26033,532,4279,4581
26035,393,2910,2765
26037,1055,12113,10355
26039,119,897,1769
26041,703,6763,4927
26043,569,5755,16423
26045,1837,29472,42594
26047,1252,10760,13609
26049,7240,108853,78842
26051,250,2007,3380
26053,205,1688,1574
26055,3077,36043,25868
26057,478,4556,5975
26059,498,4216,3820
26061,644,5741,5529
26063,691,7479,11140
26065,5832,95276,49104
26067,667,5879,6211
26069,414,4000,17727
26071,193,1110,1472
26073,1090,17034,31814
26075,2687,41596,43183
26077,5280,95733,73825
26079,202,1533,2883
26081,16696,360700,212033
26083,16,82,635
26085,64,374,1094
26087,1445,14251,9952
26089,550,3139,4923
26091,1467,15463,12783
26093,4090,50964,21283
26095,64,587,1159
26097,290,1286,9550
26099,18595,296478,303187
26101,345,2316,2301
