Fips,Establishments,Employees,Payroll
04001,362,5659,30093
04003,2043,24605,32235
04005,3677,53251,112516
04007,920,9722,25360
04009,438,5325,6175
04011,38,3241,196306
04012,238,2936,8506
04013,100148,1828507,1360220
04015,3862,43841,47650
04017,1695,18276,27220
04019,20336,328657,263478
04021,3876,52753,49088
04023,1011,10029,21725
04025,6025,59233,61742
04027,3018,40962,34642
05001,389,4911,20010
05003,302,2940,4584
05005,954,9459,10668
05007,6991,125890,630408
05009,750,9772,18003
05011,173,1167,5185
05013,23,114,1196
05015,591,6856,29469
05017,140,863,2226
05019,425,4297,6834
05021,209,1589,2960
05023,481,3814,7042
05025,28,189,1737
05027,442,5059,7109
05029,295,2645,5138
05031,2485,35088,31885
05033,966,13102,39117
05035,731,10641,15113
05037,292,2427,3404
05039,98,851,4391
05041,224,1718,2501
05043,313,3119,5040
05045,2626,30697,31883
05047,201,1786,5196
05049,99,783,2128
05051,2717,30988,25816
05053,199,1621,4227
05055,650,8351,15924
05057,286,2849,4068
05059,416,4118,7045
05061,170,1608,4166
05063,680,10391,37274
05065,151,1197,2122
05067,222,1795,2921
05069,1143,12366,13057
05071,309,3802,16108
05073,58,273,940
05075,205,1542,2464
05077,61,442,2313
05079,88,563,1869
05081,103,999,2538
05083,298,2896,7597
05085,976,9454,12485
05087,135,989,2181
05089,148,2047,20390
05091,578,8169,11526
05093,642,10529,88368
05095,125,1008,2665
05097,71,411,1366
05099,57,454,2717
05101,40,374,995
05103,386,6078,45494
05105,56,310,728
05107,251,2546,4445
05109,143,1105,3540
05111,283,2648,4572
05113,324,2707,3934
05115,1460,18960,23629
05117,91,490,1181
05119,12184,212320,259514
05121,225,2685,6482
05123,361,3543,4702
05125,2049,20751,20479
05127,73,536,1387
05129,60,364,920
05131,3255,52759,50950
05133,185,2247,6163
05135,239,1905,4011
05137,151,1218,2649
05139,953,13286,27694
05141,226,1836,3274
05143,5671,88770,87011
05145,1490,15252,16462
05147,70,490,1745
05149,244,3678,25634
06001,41169,718474,922866
06003,23,86,898
06005,718,7053,13213
06007,4559,62990,91076
06009,828,5697,6495
06011,280,2661,9766
06013,24731,342574,438251
06015,307,3127,7821
06017,4614,46374,54878
06019,17575,282710,218384
06021,400,3285,4794
06023,3110,34258,28222
06025,2479,28184,23913
06027,399,3668,7296
06029,13368,201871,168663
06031,1603,22241,32935
06033,991,8194,10357
06035,310,2598,5415
06037,291291,3913656,3059544
06039,1994,22079,21998
06041,9947,102260,134326
06043,222,1668,5331
06045,2331,22164,24262
06047,3192,44611,44668
06049,86,536,2019
06051,561,5913,27303
06053,8804,117392,125996
06055,4273,58641,163175
06057,3028,25764,26333
06059,101536,1550838,1285830
06061,11305,160846,171379
06063,529,3358,11264
06065,41706,620877,500224
06067,31267,507781,529896
06069,912,8823,12356
06071,37943,640724,571485
06073,88518,1332791,1379648
06075,34551,715820,2242951
06077,12136,198861,180826
06079,8534,94705,79976
06081,21389,433426,2843413
06083,11903,154558,161263
06085,48900,1128040,6559004
06087,6914,81306,78589
06089,4331,49920,45338
06091,33,115,605
06093,951,6491,6560
06095,7188,116335,126559
06097,14148,175475,161346
06099,9269,142765,137156
06101,1867,21962,22045
06103,877,11866,21764
06105,173,911,1825
06107,6558,98168,87614
06109,1129,9007,10320
06111,21673,262854,229390
06113,4202,71333,58597
06115,729,9154,18119
08001,10559,191030,202360
08003,396,4252,6690
08005,19342,297812,400717
08007,421,2724,4706
08009,43,154,677
08011,15,147,1250
08013,12942,156379,221172
08014,2208,42585,207857
08015,903,5378,7512
08017,22,348,11916
08019,253,1958,7735
08021,51,241,878
08023,11,78,469
08025,7,30,405
08027,91,287,1272
08029,716,5088,6786
08031,26722,473569,590798
08033,17,41,576
08035,9872,121025,159285
08037,3499,30772,57301
08039,568,2591,6410
08041,18105,255568,225609
08043,812,6865,7523
08045,2457,19131,21431
08047,74,3755,63341
08049,781,7527,16683
08051,1075,5807,8598
08053,25,46,527
08055,93,541,1926
08057,24,120,739
08059,17591,199003,191498
08061,7,86,1496
08063,202,1387,2480
08065,138,941,2202
08067,2332,19999,27091
08069,11257,130562,106683
08071,283,2339,4016
08073,85,887,3414
08075,460,3763,5616
08077,4486,53751,53210
08079,29,77,858
08081,293,1935,7728
08083,646,5501,6286
08085,1247,10595,9333
08087,602,7513,35228
08089,299,2608,4603
08091,243,956,3311
08093,406,1351,2668
08095,73,491,2331
08097,1582,17267,47197
08099,236,1901,3304
08101,3075,45000,36385
08103,139,888,3470
08105,287,1855,4042
08107,1693,12912,21627
08109,69,464,2090
08111,35,106,1009
08113,603,5037,13249
08115,18,93,463
08117,2231,20990,43461
08119,700,4517,9184
08121,56,224,1051
08123,6636,92981,104000
08125,269,1657,3610
09001,26531,425734,572055
09003,22506,466697,848905
09005,4550,51275,43037
09007,4133,56290,57462
09009,19108,341625,485069
09011,5723,103700,261275
09013,2264,26169,30761
09015,1993,26232,27244
10001,4041,50841,35095
10003,16692,281214,414678
10005,5935,72364,90246
12001,6299,100659,190107
12003,325,3732,12713
12005,4742,57326,63420
12007,335,3301,7674
12009,14573,189801,183654
12011,64510,736213,535497
12013,123,914,1864
12015,4058,38795,43715
12017,2738,29521,40730
12019,4012,41253,41747
12021,12858,139521,146890
12023,1325,18193,32161
12027,407,4425,11438
12029,132,1077,6553
12031,26596,474053,400664
12033,6989,112717,147942
12035,2256,18732,18553
12037,239,1765,3838
12039,562,4047,4275
12041,187,978,1889
12043,58,343,827
12045,262,1595,2544
12047,92,740,2174
12049,320,3623,5835
12051,565,5354,7411
12053,3423,35310,40842
12055,1912,19755,23045
12057,39585,642688,558434
12059,193,1192,2071
12061,4362,46086,43719
12063,710,7900,9293
12065,175,958,1630
12067,43,234,1283
12069,7820,88246,82235
12071,19985,234999,214287
12073,7743,95719,81298
12075,678,4898,6949
12077,37,376,3019
12079,211,1724,2607
12081,9683,110197,81935
12083,7379,83396,59323
12085,5718,61629,56860
12086,90307,1008003,767349
12087,3808,31818,72267
12089,1876,17862,22499
12091,5538,62262,70286
12093,754,5805,6672
12095,41047,790247,696183
12097,7046,88513,96262
12099,51429,553825,463388
12101,10440,107476,111531
12103,29856,404438,356504
12105,12408,200262,175435
12107,1138,10236,9898
12109,7012,64799,65945
12111,6330,63787,54903
12113,2946,28787,31945
12115,14386,147839,133969
12117,14166,187009,161254
12119,1636,25148,30755
12121,579,5928,8960
12123,337,2977,4727
12125,71,534,1604
12127,13315,157707,127419
12129,367,2759,4206
12131,2650,21856,36078
12133,340,2645,4573
13001,291,4347,35988
13003,36,373,2029
13005,154,1037,2232
13009,748,9371,10601
13011,218,2498,7330
13013,1228,14749,17991
13015,2074,28718,24228
13017,193,1858,4019
13019,162,1131,1898
13021,4071,73436,112447
13023,89,1005,2320
13025,137,761,1575
13027,140,751,1388
13029,621,5586,7787
13031,1441,15056,16263
13033,278,4080,87209
13035,314,3495,6581
13037,25,180,3152
13039,744,8004,16501
13043,146,1271,2959
13045,2098,32818,37180
13047,838,9980,13463
13049,88,689,1838
13051,8137,143718,158739
13053,58,1058,15604
13055,236,1898,3970
13057,5746,56324,50871
13059,3033,40313,46284
13061,7,37,364
13063,3845,67179,69437
13065,56,389,890
13067,21382,349772,448162
13069,730,9727,14056
13071,798,9624,27890
13073,2532,29436,28249
13075,216,2049,4060
13077,2624,32005,31978
13079,61,280,872
13081,383,4469,6276
13083,126,1502,9658
13085,681,7718,11604
13087,505,4530,5395
13089,17755,281239,380881
13091,215,2230,3796
13093,91,870,2534
13095,2166,32512,26616
13097,2656,38265,33298
13099,129,1299,4488
13101,6,55,1896
13103,714,5841,7519
13105,343,3143,14469
13107,288,2971,4964
13109,136,1360,2745
13111,538,4315,6649
13113,3614,41085,38573
13115,1909,27174,30289
13117,6881,74035,64444
13119,344,3436,6383
13121,38979,846469,1470405
13123,490,4419,6745
13125,3,5,93
13127,2483,27497,31571
13129,936,17225,46163
13131,328,2721,4621
13133,361,4107,18941
13135,25555,345342,272715
13137,771,8755,14272
13139,4524,72701,84864
13141,18,90,547
13143,378,3765,6389
13145,368,2412,4193
13147,328,2804,4260
13149,62,373,6225
13151,4083,52005,58618
13153,2523,34289,40073
13155,39,322,4662
13157,1352,27629,70916
13159,109,727,1597
13161,164,2575,9659
13163,224,2120,5517
13165,41,369,1511
13167,75,418,1120
13169,253,1948,2754
13171,182,1397,2215
13173,49,306,938
13175,993,12683,12688
13177,334,2850,4114
13179,770,10989,33201
13181,93,469,1692
13183,36,206,736
13185,2725,37062,32727
13187,443,3791,6986
13189,316,3166,4570
13191,111,774,2664
13193,97,781,3372
13195,312,2025,3260
13197,30,175,695
13199,193,1578,3875
13201,55,365,1835
13205,282,2007,2691
13207,446,4748,10620
13209,60,382,1078
13211,391,3944,7935
13213,303,4597,22440
13215,4301,78420,118620
13217,1406,15605,22311
13219,1172,12082,11659
13221,113,628,1396
13223,2078,19159,24177
13225,409,4111,5503
13227,604,4926,7828
13229,239,2312,4210
13231,184,1104,2949
13233,505,5560,9261
13235,108,771,2066
13237,351,3341,7649
13239,9,23,470
13241,407,3658,6776
13243,60,412,2905
13245,4189,80552,212545
13247,2085,27668,35228
13249,20,55,279
13251,154,1037,1513
13253,102,882,2949
13255,1051,14041,19229
13257,403,4387,5931
13259,10,23,265
13261,508,6300,13204
13263,23,292,3682
13267,232,2151,6381
13269,67,492,3023
13271,107,763,1773
13273,89,828,2293
13275,1053,13269,28961
13277,992,14080,18136
13279,567,6417,8154
13281,198,1595,3081
13283,33,163,607
13285,1359,27962,51233
13287,93,685,1699
13289,35,207,622
13291,505,4553,13680
13293,356,3348,7508
13295,600,5090,6886
13297,1672,15072,18465
13299,772,9442,11651
13301,26,223,3589
13303,273,3773,12300
13305,503,4106,6220
13307,9,54,982
13309,26,188,4030
13311,556,5077,9207
13313,2122,51980,186715
13315,41,178,1112
13317,125,1113,3111
13319,83,1521,15272
13321,196,2264,5017
15001,4102,54897,61609
15003,21158,362505,308462
15007,2063,26379,35243
15009,4751,66458,115577
16001,15220,219987,211848
16003,62,210,810
16005,2124,22038,21021
16007,70,429,1037
16009,180,1526,12743
16011,832,7821,11615
16013,1487,11156,17982
16015,121,475,998
16017,1634,11571,8951
16019,3684,53615,89336
16021,316,1932,4349
16023,11,58,396
16025,10,46,423
16027,4894,55024,36965
16029,96,536,1267
16031,624,6804,9338
16035,145,836,1898
16037,110,367,1515
16039,381,3253,4204
16041,246,1333,2443
16043,249,1438,2676
16045,347,2037,2590
16047,273,1668,2101
16049,405,2046,2168
16051,482,3827,11195
16053,480,5585,13106
16055,5276,55756,45248
16057,853,7586,6911
16059,199,1071,1434
16061,47,367,1861
16063,46,181,671
16065,877,8281,7545
16067,371,3733,7326
16069,1046,12201,16628
16071,40,276,1383
16073,154,1406,6853
16075,462,4487,7409
16077,96,969,6179
16079,252,2353,12332
16081,472,2128,4374
16083,2700,28230,21035
16085,604,3712,7564
16087,136,812,1728
17001,1655,24555,27925
17003,20,108,305
17005,220,1488,2281
17007,727,8271,12092
17009,43,983,33183
17011,605,5210,7580
17013,33,180,663
17015,250,1475,2178
17017,169,3591,71990
17019,4135,58797,48929
17021,593,5633,9837
17023,254,1938,4443
17025,248,3437,44624
17027,752,7623,7960
17029,1012,15252,17838
17031,133801,2447166,2507266
17033,330,2917,4256
17035,103,823,2731
17037,1866,23360,25212
17039,266,2845,21991
17041,483,5667,19146
17043,33886,583098,516542
17045,254,2765,7031
17047,84,431,2165
17049,1148,25101,174588
17051,388,3361,3984
17053,262,2374,4413
17055,594,4640,5774
17057,510,4505,5395
17059,30,148,1286
17061,160,1074,2331
17063,1069,14491,35890
17065,105,593,1214
17067,309,1885,2408
17069,26,165,2017
17071,68,363,1628
17073,916,8948,11042
17075,544,4188,4784
17077,1114,12551,14598
17079,149,891,2072
17081,813,11137,19394
17083,319,2889,4081
17085,561,3938,5468
17087,104,886,1917
17089,12887,187944,125878
17091,2188,31936,36357
17093,2202,22176,25260
17095,867,10602,10666
17097,19710,317062,678302
17099,2467,32615,25978
17101,163,1669,4487
17103,604,6790,14090
17105,747,8614,14442
17107,475,4353,5282
17109,533,5435,5707
17111,7961,85262,65506
17113,3381,65510,496817
17115,2248,38419,58377
17117,729,5387,6033
17119,5469,85381,71078
17121,767,6729,6463
17123,164,1188,2708
17125,186,1183,2446
17127,135,1301,7560
17129,114,648,1540
17131,179,1378,5919
17133,739,7469,9062
17135,577,5306,5999
17137,682,8361,8955
17139,246,2982,17752
17141,926,10662,24904
17143,4180,94152,368103
17145,296,2591,6991
17147,256,1559,2662
17149,266,2109,3354
17151,11,77,548
17153,51,295,1545
17155,66,374,3063
17157,529,6075,10170
17159,353,3566,12385
17161,2977,57708,137969
17163,4959,69837,52052
17165,447,4820,8040
17167,4742,70612,75197
17169,93,430,946
17171,34,122,660
17173,332,2349,2784
17175,49,253,1353
17177,909,12561,31531
17179,2666,40375,34744
17181,283,2321,3768
17183,1213,19625,40456
17185,178,1521,4255
17187,272,2371,3067
17189,295,3017,8422
17191,277,1815,2750
17193,276,2272,3977
17195,1027,13348,13471
17197,15774,241203,193760
17199,1453,20040,31026
17201,6134,114486,90033
17203,649,7014,11885
18001,629,8484,14701
18003,9291,176843,139843
18005,1807,43867,88125
18007,97,484,1628
18009,169,1245,3154
18011,1552,22872,44099
18013,257,1546,2941
18015,304,1935,2696
18017,559,8046,9909
18019,2422,43080,43289
18021,373,3417,4915
18023,498,5186,8039
18025,71,607,4127
18027,817,9126,11390
18029,827,10718,13400
18031,514,6160,8437
18033,872,16805,29966
18035,2277,35698,39158
18037,1195,23116,54892
18039,4907,127922,613602
18041,295,3198,6005
18043,1774,23992,21636
18045,224,1516,2734
18047,338,3039,4782
18049,358,3112,3568
18051,593,10233,29084
18053,1144,17426,22548
18055,429,2878,3634
18057,9451,153578,207538
18059,1332,19567,42916
18061,585,6339,13204
18063,3420,63394,102953
18065,741,7816,8652
18067,1681,27171,131035
18069,735,7996,8659
18071,885,16444,91342
18073,651,5818,7194
18075,296,3674,12565
18077,580,8577,18177
18079,319,3948,7793
18081,3242,50064,43126
18083,720,9103,10392
18085,1879,33096,122398
18087,793,12420,90175
18089,9991,169184,173602
18091,2115,31388,25468
18093,789,8804,9429
18095,2166,30764,29168
18097,23423,529846,456448
18099,941,13129,15035
18101,131,1333,16354
18103,462,4127,5429
18105,3017,49737,61773
18107,746,9213,17535
18109,1077,10370,10721
18111,184,1128,3493
18113,768,12266,24492
18115,34,136,607
18117,265,5242,59314
18119,228,1705,2084
18121,168,1215,2306
18123,238,2364,4135
18125,108,818,3106
18127,3519,51065,82413
18129,400,5585,22382
18131,223,1372,2152
18133,625,6733,9146
18135,355,2954,4493
18137,542,6298,16306
18139,284,1940,3257
18141,5818,120342,141579
18143,312,4014,6715
18145,797,9791,11696
18147,317,2655,5915
18149,216,1507,2929
18151,845,10124,11545
18153,232,2216,4445
18155,58,1040,14892
18157,3580,61592,58069
18159,229,1702,3723
18161,57,290,1028
18163,4983,94952,73196
18165,189,2016,5827
18167,2278,34576,30127
18169,614,7137,10285
18171,66,402,1448
18173,1091,11656,21665
18175,344,2525,3799
18177,1332,19850,20290
18179,539,7424,14454
18181,467,3745,4922
18183,563,6666,9024
19001,136,915,1365
19003,39,144,492
19005,286,2095,3991
19007,183,1865,3020
19009,128,795,3118
19011,448,3691,7354
19013,3085,60709,67842
19015,493,5354,11449
19017,491,6976,13532
19019,409,3542,4957
19021,453,4532,4827
19023,268,1609,3026
19025,207,1473,3373
19027,765,8105,11573
19029,357,2983,4085
19031,367,3144,5660
19033,1299,16930,18371
19035,240,1920,3061
19037,304,2222,4175
19039,93,1273,3324
19041,475,4646,5434
19043,428,3272,5858
19045,1010,12951,14393
19047,340,5031,39378
19049,2126,37631,241714
19051,108,652,1339
19053,61,374,902
19055,408,3008,3839
19057,988,13473,13432
19059,660,4720,5863
19061,2660,52265,49477
19063,196,1433,2127
19065,443,3095,3656
19067,300,3829,17853
19069,228,1699,3453
19071,120,917,5229
19073,163,1201,5998
19075,213,1927,4348
19077,227,1226,1588
19079,285,2940,13666
19081,237,2696,10755
19083,433,4030,5699
19085,268,1755,4409
19087,346,3366,5640
19089,183,1807,6074
19091,188,1519,3925
19093,169,1018,3244
19095,376,3024,4206
19097,421,3341,4304
19099,658,6183,6625
19101,559,4742,15473
19103,3278,64167,192715
19105,408,2645,3741
19107,163,1046,2142
19109,453,3599,6175
19111,741,10464,21817
19113,5626,112703,142571
19115,144,1172,3598
19117,115,689,1770
19119,316,2416,4902
19121,310,1843,2656
19123,452,4243,8204
19125,742,9506,45176
19127,692,10138,40515
19129,200,1136,1644
19131,241,2115,5096
19133,149,1077,2831
19135,96,672,1572
19137,216,1786,3007
19139,813,14968,42611
19141,396,3237,5259
19143,115,653,1782
19145,324,3000,6726
19147,208,1654,3075
19149,596,9422,54601
19151,128,938,5121
19153,13430,280495,353802
19155,1866,27113,36909
19157,471,5088,17420
19159,80,420,1529
19161,250,1417,4378
19163,4377,80008,60481
19165,298,3096,10755
19167,1234,15656,21303
19169,2038,28529,31869
19171,227,3256,20228
19173,78,677,5251
19175,217,2151,3725
19177,81,396,1433
19179,603,8539,9423
19181,860,7438,7139
19183,584,5265,7437
19185,83,386,956
19187,924,13912,29095
19189,228,2270,3266
19191,508,5295,6917
19193,2537,41963,42228
19195,109,476,1047
19197,297,1959,3272
20001,245,2154,3870
20003,115,581,1418
20005,262,2377,2977
20007,106,505,1529
20009,822,8778,11447
20011,235,2568,4820
20013,195,1874,3998
20015,1212,12186,10751
20017,15,105,715
20019,19,124,574
20021,248,3142,15673
20023,52,218,1133
20025,27,80,692
20027,179,1062,1612
20029,196,1531,2404
20031,146,998,1801
20033,23,91,457
20035,569,7262,23935
20037,828,11011,12171
20039,41,216,947
20041,345,2534,3275
20043,87,566,2583
20045,2640,30695,25800
20047,22,117,1014
20049,19,88,396
20051,1025,9266,7450
20053,93,474,1438
20055,921,9872,8486
20057,666,13267,143995
20059,430,6449,28386
20061,487,5683,8962
20063,68,446,1964
20065,33,113,568
20067,147,1229,3544
20069,170,1046,2698
20071,4,9,123
20073,99,653,2755
20075,30,190,2419
20077,109,837,2930
20079,641,9310,19111
20081,59,303,1257
20083,10,25,334
20085,195,1973,10739
20087,229,1243,2299
20089,44,143,611
20091,18075,342508,331537
20093,36,213,1093
20095,123,783,1667
20097,34,131,978
20099,331,3857,5785
20101,18,61,465
20103,1169,13090,19387
20105,29,186,815
20107,113,832,12061
20109,46,259,1429
20111,716,9368,16750
20113,780,9892,10701
20115,200,1412,2527
20117,275,2878,23439
20119,71,377,1590
20121,641,5213,6937
20123,152,1396,3990
20125,639,8122,10138
20127,72,433,3049
20129,27,185,679
20131,288,2699,5002
20133,302,2867,3896
20135,69,435,3358
20137,93,484,1786
20139,187,1006,1493
20141,61,380,1684
20143,78,276,1041
20145,55,322,1113
20147,138,595,1478
20149,529,6650,9843
20151,272,2288,3765
20153,31,239,4464
20155,1448,18539,15121
20157,88,433,1030
20159,168,1067,2069
20161,1537,18308,16830
20163,94,558,1303
20165,41,205,866
20167,177,927,1764
20169,1365,20312,16581
20171,124,687,1624
20173,12208,231477,344754
20175,447,5079,9611
20177,3986,72479,103810
20179,54,312,2504
20181,181,1211,2496
20183,63,366,1251
20185,64,201,880
20187,23,146,1791
20189,78,504,1765
20191,387,3398,7722
20193,246,1885,3186
20195,56,218,632
20197,68,362,987
20199,12,43,541
20201,118,615,1524
20203,30,109,456
20205,121,1485,29439
20207,39,146,590
20209,2917,57426,63383
21001,246,2260,3860
21003,155,1772,11099
21005,256,2240,6305
21007,66,342,1326
21009,729,11414,15224
21011,74,692,3757
21013,375,4215,8173
21015,3011,79598,102026
21017,284,2767,7049
21019,1117,15008,18886
21021,646,9517,17477
21023,45,254,1000
21025,100,1189,2969
21027,222,1884,3413
21029,1075,19050,44341
21031,101,1053,8697
21033,183,1875,4161
21035,744,8592,14731
21037,1559,19438,24953
21039,37,211,942
21041,140,1875,7098
21043,312,3136,6446
21045,148,2117,6807
21047,1188,20519,47804
21049,648,9913,16923
21051,171,1880,7482
21053,100,754,1601
21055,82,625,1870
21057,36,255,876
21059,2212,33630,33688
21061,55,314,1492
21063,13,108,1016
21065,114,841,2948
21067,8758,165672,189367
21069,151,909,1617
21071,589,7007,17000
21073,1123,14709,20355
21075,57,413,1536
21077,32,232,1215
21079,148,767,2575
21081,282,2426,6153
21083,580,5616,6668
21085,348,3565,4938
21087,99,593,1173
21089,371,4106,5166
21091,50,2475,112045
21093,2097,32091,29383
21095,294,3039,6766
21097,186,1867,4192
21099,187,1326,2301
21101,888,11291,16462
21103,147,1006,2292
21105,17,301,3996
21107,797,9672,12799
21109,38,345,1346
21111,19831,443998,553748
21113,1092,13582,15698
21115,262,2567,4739
21117,3078,54934,77693
21119,93,838,3671
21121,358,4209,7690
21123,133,1177,14194
21125,1092,18990,18047
21127,130,1378,3534
21129,27,227,1157
21131,53,490,1962
21133,209,1854,4472
21135,72,644,1819
21137,217,1442,2781
21139,80,1003,8006
21141,388,3214,3382
21143,88,718,2360
21145,1956,29718,35073
21147,102,1224,4756
21149,97,490,1158
21151,1625,20173,24287
21153,98,674,2136
21155,261,5706,24456
21157,588,7349,32812
21159,73,647,1827
21161,331,4224,8221
21163,261,2383,3948
21165,11,54,325
21167,262,2037,3442
21169,49,316,1129
21171,132,1533,4909
21173,434,4631,6838
21175,88,755,1885
21177,431,4252,6117
21179,872,13967,41559
21181,35,128,409
21183,266,2194,4340
21185,1194,11846,27810
21187,54,324,1383
21189,16,105,1421
21191,108,536,1134
21193,462,6908,13818
21195,1044,12764,17040
21197,101,843,2012
21199,1293,18319,20463
21201,3,5,26
21203,128,805,1775
21205,388,4468,6856
21207,242,2098,2774
21209,847,11191,19070
21211,956,13697,18666
21213,293,6801,32400
21215,160,834,2178
21217,525,6868,11724
21219,116,942,2028
21221,121,879,2059
21223,27,278,17069
21225,166,1463,2952
21227,2772,49412,51913
21229,170,2005,18238
21231,176,1752,3577
21233,142,943,2769
21235,500,5649,8514
21237,40,200,742
21239,472,5559,13719
22001,1024,10396,9452
22003,228,1913,3026
22005,2341,40266,86369
22007,170,1547,7007
22009,610,7057,11189
22011,521,4630,6219
22013,140,1764,10757
22015,2448,33466,31482
22017,5982,93240,154591
22019,4595,78280,86791
22021,99,970,2427
22023,87,721,9091
22025,115,600,1326
22027,159,1474,4736
22029,259,2268,3142
22031,346,3289,9841
22033,12249,245358,374910
22035,49,314,1148
22037,166,1230,1903
22039,420,3962,6389
22041,313,2701,4238
22043,123,562,1326
22045,1417,19075,21842
22047,451,9922,102871
22049,150,1344,3138
22051,11571,176016,154774
22053,527,4760,5628
22055,8501,127371,127074
22057,1609,25399,47825
22059,269,2075,7089
22061,1008,13147,11959
22063,1818,21887,27099
22065,126,1434,2844
22067,347,4233,5334
22069,709,7097,7178
22071,9718,179302,257654
22073,4120,58094,47002
22075,535,6826,28595
22077,243,2346,7745
22079,3085,43819,61299
22081,58,581,2387
22083,337,3471,4458
22085,400,2948,4976
22087,611,6692,24477
22089,874,17121,50565
22091,70,429,1751
22093,241,4301,51199
22095,617,13973,69782
22097,1491,18550,21353
22099,825,9851,13564
22101,1020,17515,40523
22103,6586,78665,92953
22105,2424,36110,36090
22107,24,146,1254
22109,2601,42389,47829
22111,278,3486,15875
22113,871,8364,10929
22115,584,5949,6148
22117,517,4996,5616
22119,667,7509,7609
22121,463,9292,18350
22123,105,785,1952
22125,116,2059,55783
22127,183,2303,11054
23001,2734,37655,32790
23003,1771,18147,28151
23005,11660,173622,182109
23007,797,6661,7144
23009,2180,15669,25805
23011,3123,46257,56552
23013,1666,11880,10401
23015,1282,7062,7663
23017,1227,11512,15302
23019,4005,55936,70759
23021,375,2550,3367
23023,871,7245,8285
23025,1068,9564,8973
23027,885,6701,8786
23029,704,5616,6697
23031,5527,53669,58761
24001,1360,17983,15945
24003,14308,239539,442125
24005,19929,333274,266202
24009,1624,17037,26621
24011,518,6166,11835
24013,4106,46741,42793
24015,1644,24255,49616
24017,2572,32438,35552
24019,573,5625,6504
24021,6155,87355,77652
24023,775,8198,9172
24025,5452,70616,72395
24027,9522,176594,374777
24029,487,3970,4544
24031,27383,448479,648027
24033,15614,272605,277875
24035,1273,11225,12238
24037,1931,31762,154085
24039,282,2843,9390
24041,1346,14621,14955
24043,3357,53783,41234
24045,2351,30842,24897
24047,2068,17668,42665
24510,12182,299983,920358
25001,8469,71191,80629
25003,3648,43928,34765
25005,12725,197971,150735
25007,1014,4471,11567
25009,19088,296614,258020
25011,1432,17294,20745
25013,9292,171522,152028
25015,3381,46881,72043
25017,44284,930817,2165707
25019,1074,4045,14882
25021,20069,334919,298523
25023,12677,175412,155997
25025,21802,668821,2066764
25027,18249,314264,273458
26001,125,778,2096
26003,160,837,1889
26005,2340,34041,36021
26007,660,7207,8381
26009,452,3110,5352
26011,239,2160,5039
26013,93,734,3644
26015,802,7220,9582
26017,1948,24590,21722
26019,367,2779,6691
26021,3368,46562,50197
26023,689,9885,15943
26025,2314,41442,106685
26027,625,5856,9531
26029,694,5978,10439
26031,629,3435,5295
26033,660,6458,10159
26035,478,4194,5445
26037,1237,15026,15739
26039,198,1599,2611
26041,869,8798,6611
26043,698,7736,17796
26045,2053,37826,66938
26047,1440,12594,16160
26049,7444,113460,98189
26051,322,2498,3796
26053,263,2409,3886
26055,3327,41485,33567
26057,596,6433,8495
26059,634,7815,29386
26061,762,6779,7221
26063,799,8737,12366
26065,6000,99067,91590
26067,771,9284,29508
26069,512,4857,16452
26071,262,1570,2267
26073,1257,23199,37756
26075,2911,45526,57202
