fips,naics,employees,firms,wages
13000,485111,0,6,0
13000,485112,0,2,0
13000,485119,0,3,0
13000,485210,0,9,0
13000,485410,0,43,0
13000,486110,0,8,0
13000,486210,0,16,0
13000,486910,0,23,0
13000,486990,0,1,0
13000,488310,0,5,0
13000,488390,0,5,0
13000,512131,0,120,0
13000,512132,0,4,0
13000,521110,0,10,0
13000,522294,0,7,0
13000,523140,0,17,0
13000,523210,0,2,0
13000,525110,0,9,0
13000,525190,0,8,0
13000,525910,0,7,0
13000,562211,0,23,0
13000,562213,0,3,0
13000,713210,0,2,0
13000,921120,0,7,0
13000,922160,0,2,0
13000,713290,4,24,61316
13000,721120,3,3,116739
13000,522293,1,8,119352
13000,114112,7,5,238514
13000,111411,9,3,242360
13000,238121,11,7,330278
13000,337125,12,3,369446
13000,112511,18,5,505552
13000,111140,22,4,523459
13000,812922,22,8,611084
13000,112112,18,4,681159
13000,335210,8,6,785782
13000,423520,12,4,932529
13000,221118,3,3,1070743
13000,111199,41,6,1083090
13000,111110,44,6,1115926
13000,335110,28,4,1145042
13000,221114,16,8,1171143
13000,487990,56,5,1174513
13000,339910,39,25,1197912
13000,111191,48,7,1205419
13000,111332,63,7,1235119
13000,811430,50,36,1284257
13000,483114,36,5,1326131
13000,316998,42,11,1370452
13000,334613,12,3,1570313
13000,339992,45,13,1585570
13000,112920,58,23,1630257
13000,512230,14,15,1707955
13000,532411,22,10,1748437
13000,525920,30,25,1767433
13000,332992,43,6,1776500
13000,332215,47,8,1808744
13000,115113,197,8,1894737
13000,334516,35,9,1936930
13000,112210,70,11,2083249
13000,483113,35,6,2099549
13000,525120,33,6,2240898
13000,487210,94,12,2445135
13000,481219,42,14,2463793
13000,333519,39,6,2568520
13000,722330,159,43,2652941
13000,331524,67,7,2749740
13000,334517,47,10,2751033
13000,481212,70,13,2752614
13000,532282,96,23,2844152
13000,523130,67,16,2887990
13000,333316,26,9,2940836
13000,331491,59,5,3005268
13000,111910,101,20,3027001
13000,532284,102,15,3050933
13000,111331,154,3,3083286
13000,541713,28,9,3099049
13000,115116,77,14,3218395
13000,323117,67,6,3329272
13000,111150,139,21,3607924
13000,212322,67,6,3798988
13000,334514,86,5,3905000
13000,333997,53,5,3920777
13000,424520,237,22,4022097
13000,811411,133,43,4176158
13000,512120,47,11,4182487
13000,339994,57,8,4186919
13000,112990,145,24,4221939
13000,512250,69,27,4401135
13000,112390,139,6,4482844
13000,324110,75,5,4500357
13000,712120,133,14,4504837
13000,611410,143,9,4505322
13000,512290,85,11,4585471
13000,332721,124,6,4938583
13000,451212,186,28,4960484
13000,721211,256,48,5140053
13000,113210,116,16,5164788
13000,221320,99,7,5203130
13000,311514,93,5,5212769
13000,333314,63,12,5230440
13000,711120,165,9,5244058
13000,339114,91,17,5275020
13000,511199,68,11,5343485
13000,442291,154,37,5360400
13000,112910,183,18,5405221
13000,517410,53,15,5446861
13000,312130,210,33,5573803
13000,334210,53,11,5600393
13000,812921,118,15,5749602
13000,541360,134,34,5775787
13000,332811,103,5,5952150
13000,512240,165,56,6064526
13000,519110,71,11,6125309
13000,424340,106,27,6129518
13000,424510,124,15,6201173
13000,333611,51,5,6212843
13000,221111,60,5,6227803
13000,487110,291,16,6342736
13000,332996,134,10,6357901
13000,332919,136,6,6509088
13000,453920,215,83,6523865
13000,448320,216,33,6563393
13000,238291,159,39,6725758
13000,212393,107,4,6911422
13000,333613,160,4,6956622
13000,811112,221,66,6988309
13000,238172,186,15,7051143
13000,213111,108,24,7274850
13000,111339,347,8,7354018
13000,424110,106,18,7361350
13000,512199,99,18,7412724
13000,325193,101,4,7463513
13000,333994,100,7,7474342
13000,711212,260,14,7495652
13000,114210,237,38,7516227
13000,311520,220,6,7575710
13000,621410,245,34,7656628
13000,331315,25,3,7688761
13000,562112,149,9,7739457
13000,721310,343,35,7821523
13000,334290,122,14,7843929
13000,611692,389,65,7867435
13000,333992,139,11,7888814
13000,212321,177,12,7936331
13000,313320,190,10,7955171
13000,112111,245,76,8194083
13000,316210,217,6,8295448
13000,813940,170,41,8380262
13000,721191,436,63,8538430
13000,333612,164,4,8597355
13000,115112,247,61,8900567
13000,532281,452,32,9117411
13000,315210,377,40,9154228
13000,541420,130,40,9165819
13000,333912,116,10,9252703
13000,335999,159,18,9263582
13000,445220,343,72,9469586
13000,332911,155,9,9653980
13000,111998,329,52,9685178
13000,611511,267,27,9697321
13000,561491,315,37,9697637
13000,453930,235,62,10000846
13000,332313,255,27,10087117
13000,485310,355,55,10126739
13000,312113,292,23,10194972
13000,332111,146,7,10245416
13000,923140,201,48,10304647
13000,333414,205,11,10513816
13000,333515,176,15,10766742
13000,541870,261,31,10889378
13000,321912,312,14,10998119
13000,111334,550,55,11148133
13000,562119,260,32,11469759
13000,111419,235,12,11678554
13000,334416,182,6,11806203
13000,445292,446,46,11969142
13000,115115,582,37,12049193
13000,423140,340,46,12350870
13000,483111,177,20,12432230
13000,519190,132,62,12481646
13000,611513,298,27,12556564
13000,333511,267,19,12700029
13000,332722,246,4,12826672
13000,311224,242,8,12860947
13000,331492,187,9,13028859
13000,111992,477,80,13287159
13000,562219,243,17,13327955
13000,812191,638,83,13349284
13000,811211,430,67,13546358
13000,512191,210,63,13576800
13000,711190,185,14,13624256
13000,337124,240,17,13715122
13000,624229,310,48,13728411
13000,811412,397,133,13750614
13000,339991,255,12,13783167
13000,713120,614,47,13928482
13000,445299,698,108,13994639
13000,325320,294,14,14202578
13000,326111,346,7,14210231
13000,541922,284,118,14247400
13000,315280,317,14,14381072
13000,445291,377,50,14395378
13000,812310,620,187,14406402
13000,311352,358,22,14709766
13000,334418,321,11,14753828
13000,333995,260,11,14828996
13000,811420,434,125,14998370
13000,453991,771,164,15063686
13000,485999,718,40,15173180
13000,327331,325,14,15178375
13000,332114,330,7,15218369
13000,488330,226,14,15378277
13000,322299,304,15,15533571
13000,337122,453,60,15595837
13000,721214,498,43,15640610
13000,334519,217,18,15659224
13000,238191,348,47,15669456
13000,333517,312,41,15688244
13000,451130,873,99,16053012
13000,339940,393,8,16200370
13000,212311,355,25,16241022
13000,488991,435,41,16270199
13000,238341,406,126,16281471
13000,811213,370,55,16316379
13000,325314,368,21,16367468
13000,711219,317,67,16422983
13000,337920,288,7,16664190
13000,213115,364,10,16708001
13000,111422,517,43,16759265
13000,212312,256,4,16763092
13000,611630,662,51,16794193
13000,311613,303,7,17000206
13000,423920,319,38,17302199
13000,812111,688,132,17707426
13000,238132,389,43,17777298
13000,485320,818,75,17790656
13000,541340,348,90,17993264
13000,334515,184,22,18222895
13000,337121,538,13,18396293
13000,333999,339,19,18545839
13000,324121,296,33,19287326
13000,334419,546,19,19474054
13000,238131,383,137,19533981
13000,238342,428,51,19715634
13000,332999,525,38,20225025
13000,315240,476,21,20385378
13000,334511,210,12,20401340
13000,561431,933,196,20622761
13000,812113,899,479,20635090
13000,813219,388,39,20698737
13000,212319,185,8,20710174
13000,811198,593,141,20954747
13000,115210,605,103,20969566
13000,541490,329,70,21101521
13000,611699,647,111,21220610
13000,485510,619,38,21311259
13000,561520,499,74,21325604
13000,111335,677,76,21479062
13000,321999,488,45,21548941
13000,331210,381,7,21651139
13000,112310,600,23,21718026
13000,713930,787,70,21823818
13000,333993,318,22,21826123
13000,326291,492,10,22007270
13000,811113,526,142,22168494
13000,333243,397,19,22191491
13000,562991,553,90,22304537
13000,333922,358,21,22524810
13000,238151,455,69,22553779
13000,522190,404,40,22596630
13000,325194,282,5,22783068
13000,337127,725,20,23158822
13000,624210,735,40,23175647
13000,326212,508,18,23308542
13000,334413,165,21,23397401
13000,423460,407,43,23536684
13000,561492,471,125,23579636
13000,811118,603,163,23625005
13000,928120,259,6,23947004
13000,311824,448,9,24002710
13000,445210,1163,135,24294905
13000,333413,365,20,24401108
13000,326220,560,16,24461072
13000,325311,259,9,24540471
13000,451140,865,106,24619200
13000,337211,469,15,24711398
13000,333514,538,32,25004471
13000,446191,1139,274,25288818
13000,321992,695,18,25354729
13000,332994,570,30,25483166
13000,113110,470,70,25598438
13000,332112,426,3,25749601
13000,811490,774,257,25786410
13000,314910,724,43,25967050
13000,238141,616,196,26007445
13000,453110,1257,337,26359421
13000,337212,590,55,26436750
13000,238171,589,130,26481833
13000,444210,817,131,26958084
13000,326112,502,14,27192379
13000,488999,646,32,27284351
13000,111920,1012,175,27469532
13000,561591,543,85,27626258
13000,334510,385,39,27711740
13000,423410,399,27,27800632
13000,424320,846,64,27801455
13000,562998,555,44,28065202
13000,541199,488,131,28095080
13000,611610,1648,330,28134582
13000,623210,1293,95,28236370
13000,448130,1891,206,28530029
13000,711110,1224,57,28678079
13000,711410,394,108,29420068
13000,541350,636,189,29745670
13000,314994,716,25,30247312
13000,443141,830,132,30286007
13000,531190,691,199,30672057
13000,424440,846,26,30746389
13000,311211,468,10,30865939
13000,324122,429,11,31084981
13000,448150,1536,206,31105330
13000,811122,786,135,31169604
13000,813312,815,101,31232549
13000,311813,703,5,31551030
13000,541191,605,146,31851466
13000,812220,774,100,32126795
13000,541830,301,40,32172072
13000,327999,520,17,32197109
13000,721199,1356,61,32344650
13000,327110,659,32,32442935
13000,561622,641,111,33123944
13000,441222,694,76,33125504
13000,532420,453,36,33189546
13000,712110,1171,80,33260516
13000,311710,720,6,33467178
13000,332813,756,43,33597142
13000,424460,810,36,34072672
13000,423940,758,181,34226494
13000,541921,1301,304,34602045
13000,711320,974,100,34751231
13000,624221,1304,88,35283312
13000,311111,446,13,35392423
13000,493130,941,49,35722647
13000,562920,667,24,35802364
13000,339930,451,23,36007199
13000,561613,961,23,36285864
13000,335314,508,14,36298716
13000,424940,778,22,36522223
13000,541720,544,68,36568127
13000,485113,1016,16,36697950
13000,115111,835,54,36836776
13000,238391,804,108,36909060
13000,333241,554,23,37428720
13000,332216,727,25,37508293
13000,332510,772,25,37509776
13000,325613,466,12,37575580
13000,112320,707,74,37672830
13000,321219,595,9,37676634
13000,713950,2299,71,37690483
13000,311991,1077,27,37743018
13000,238332,736,97,37784327
13000,339920,833,44,37989566
13000,339999,736,65,37993449
13000,315220,1025,30,38196374
13000,327215,784,28,38628196
13000,532112,505,14,38906223
13000,337214,857,9,39302241
13000,333914,689,26,39450527
13000,112120,1086,77,39457403
13000,311911,784,6,40029568
13000,325411,523,16,40082892
13000,424310,739,93,40652293
13000,322122,512,3,40855022
13000,511130,561,74,40951910
13000,423390,771,69,41174061
13000,238352,853,120,41226921
13000,312112,815,20,41395531
13000,813311,1261,111,41725635
13000,711130,669,132,42098216
13000,712190,1000,38,42440808
13000,311119,817,45,42461687
13000,112340,957,28,42629142
13000,451211,2230,180,42732163
13000,444120,1002,163,43103557
13000,323120,1237,52,43348215
13000,522390,952,149,44026566
13000,333618,777,9,44231669
13000,712130,1388,17,44319971
13000,334512,527,14,44397672
13000,327420,713,18,44424264
13000,561740,1234,216,44670176
13000,611512,743,39,45955588
13000,325130,674,18,46082434
13000,561599,921,86,46206722
13000,561910,1122,67,46665007
13000,423740,817,30,46676514
13000,115310,857,159,46770550
13000,321114,788,23,46820243
13000,492210,1225,197,46949824
13000,336330,1005,8,47069663
13000,321991,1418,16,47226426
13000,511140,453,42,47544336
13000,326191,1260,20,47615076
13000,321214,1286,36,47653513
13000,326121,1013,18,48079129
13000,448110,1782,214,49006800
13000,441210,989,47,49109686
13000,322230,865,16,49111158
13000,336214,1607,36,49139731
13000,713110,3085,25,49230716
13000,532289,1453,173,49542984
13000,813930,1303,200,49595041
13000,424930,1339,110,49996372
13000,531320,962,494,50211654
13000,332323,1041,63,50255475
13000,541320,831,192,50278290
13000,314120,1756,83,50297607
13000,325620,872,43,50374253
13000,921110,934,29,50435087
13000,332812,1078,53,50645655
13000,561611,1109,165,50890546
13000,445230,1748,87,50998322
13000,337910,1239,17,51395033
13000,221310,1093,96,51735117
13000,481211,688,70,52240330
13000,311830,1326,8,52654245
13000,562212,819,70,52668313
13000,561410,1322,199,52983856
13000,454210,1474,112,53000196
13000,813211,1212,109,53222648
13000,321211,1045,19,53294416
13000,238331,1082,257,53348665
13000,331110,779,32,53492068
13000,488119,2024,50,53637291
13000,926130,626,15,54071228
13000,332119,1241,28,54321412
13000,611420,640,124,54537094
13000,621391,1036,176,54602648
13000,339115,888,19,54906744
13000,336320,826,28,55292634
13000,326122,737,15,55682527
13000,321918,1523,61,55870179
13000,424710,846,71,56617815
13000,424920,1375,54,56762639
13000,339116,1367,219,56765781
13000,333318,833,44,56958214
13000,333249,1030,67,57144227
13000,446199,1143,203,57228267
13000,424430,1144,46,57261941
13000,311611,1532,32,57681830
13000,515111,728,55,57999134
13000,323113,1509,164,58150969
13000,332420,1109,28,58199034
13000,621330,1605,642,58205809
13000,515112,1146,90,58744234
13000,561421,1765,86,59691977
13000,812910,2963,471,59949068
13000,336612,1486,16,60118368
13000,541860,1007,95,60304179
13000,333924,1143,19,60341377
13000,327213,963,5,60390714
13000,325199,576,20,60402847
13000,525990,219,34,60684709
13000,813319,2138,263,60930951
13000,424950,888,60,60974436
13000,926110,961,101,61163117
13000,424590,1259,55,61469048
13000,238142,1283,177,61740642
13000,238321,1647,610,62008550
13000,424990,1359,192,62568329
13000,325611,840,49,62596826
13000,115114,1890,78,62657058
13000,212324,896,21,62847947
13000,812199,2978,517,63117593
13000,812331,1852,38,63398048
13000,485991,1726,102,63737418
13000,532310,1090,97,64308155
13000,448190,3389,301,64411864
13000,454310,1525,216,64594593
13000,523991,553,43,65205555
13000,311811,2248,182,65224795
13000,325520,1132,44,65454700
13000,611620,3340,537,65791426
13000,332410,999,9,65923323
13000,488210,1479,35,66316693
13000,811191,2286,287,66539721
13000,926150,698,61,66596576
13000,621999,1375,163,66678848
13000,423860,985,104,67148624
13000,541930,1095,120,67877193
13000,621512,1201,162,67990693
13000,445120,3103,1188,68277023
13000,531130,1787,496,68296366
13000,447190,2907,229,68608610
13000,238161,1422,402,68698402
13000,611691,2867,362,68761486
13000,812990,1938,452,68777457
13000,311999,1193,15,68825380
13000,424610,778,90,68836157
13000,488410,1634,265,68856271
13000,335313,934,27,68884622
13000,322291,1000,6,68948211
13000,532283,1619,111,69403118
13000,322219,1574,20,69469340
13000,336360,1687,20,69596088
13000,336310,1169,26,69861247
13000,524128,696,27,69933505
13000,523910,563,155,71398858
13000,811219,999,151,71550021
13000,111421,2100,130,71923807
13000,621991,1538,51,72430932
13000,314999,2086,125,73638655
13000,326299,1637,31,73822060
13000,541370,1572,304,74018366
13000,332311,1772,49,74849944
13000,327120,1335,23,74948617
13000,453998,2877,530,75523796
13000,423910,1540,122,76122701
13000,519120,2715,156,76198951
13000,624230,1205,71,76329900
13000,562910,1522,151,77085127
13000,813110,2229,272,77663656
13000,493190,1345,127,77835780
13000,311340,1380,17,78015778
13000,722514,4981,328,78321593
13000,327993,1192,17,78921275
13000,424450,1481,76,78921973
13000,423850,1688,170,78965543
13000,532210,1387,142,79010330
13000,441228,1971,189,79379668
13000,423130,1416,76,79381819
13000,238152,1494,122,79591622
13000,611430,966,276,79820210
13000,325220,1541,15,80732698
13000,925120,1506,66,81431842
13000,238111,1669,220,81654032
13000,922190,1018,37,82241710
13000,423330,1129,73,82547236
13000,212325,1171,12,83006131
13000,332991,1540,11,84101474
13000,488490,2171,103,84477955
13000,326140,1738,25,84510343
13000,325211,1035,34,85240071
13000,424420,1271,51,85491198
13000,454390,1610,280,85668802
13000,541840,1010,142,86034786
13000,812320,4343,797,86348386
13000,453910,3708,198,86564971
13000,336340,1986,7,87040571
13000,453310,4444,522,87082074
13000,336350,1456,18,87459187
13000,423490,1234,92,87586686
13000,812332,1885,47,88386493
13000,238351,2119,535,88579488
13000,335312,1361,19,88853760
13000,238311,1794,279,89046900
13000,711510,1383,605,89084053
13000,445310,3920,891,89340740
13000,337215,1963,45,89790014
13000,424470,1627,51,90165643
13000,451120,5028,324,90418798
13000,722320,3767,297,90506791
13000,423420,1473,104,91304524
13000,334513,1579,38,91851655
13000,922150,2121,104,92078280
13000,326160,1903,23,92669383
13000,325612,1365,43,93068235
13000,212313,1316,73,93926539
13000,236116,923,101,94039107
13000,621112,1601,339,94274379
13000,332312,1822,70,95047493
13000,524127,936,35,95089874
13000,522210,774,23,95630825
13000,423990,1954,247,95648848
13000,813990,1911,166,95964249
13000,331318,1841,8,96086854
13000,812210,3157,414,97893705
13000,561790,3049,372,97998134
13000,321911,1855,42,98140468
13000,813212,1444,86,98345231
13000,522120,1149,62,98452053
13000,336212,2005,14,98584308
13000,237120,1302,67,98886961
13000,541890,2764,311,99000332
13000,238322,1809,198,99342006
13000,446120,5263,629,99496584
13000,532490,1732,226,99501810
13000,423210,1678,179,100583949
13000,339950,2210,232,100628828
13000,524130,1322,29,100639753
13000,423440,1588,151,101177513
13000,541820,1232,326,101200648
13000,313230,1436,21,101615412
13000,322212,1593,35,101631271
13000,325510,1844,171,102048330
13000,326211,1928,13,102420537
13000,484210,3148,244,102907941
13000,424120,2005,119,103664085
13000,444220,3799,318,104016475
13000,453220,4052,532,104018446
13000,813920,1338,168,104441061
13000,321920,2504,90,104457740
13000,423320,1913,193,104549383
13000,311919,2012,13,104609879
13000,335220,2185,11,104708083
13000,313310,2054,60,104915115
13000,336413,1701,24,105378770
13000,424810,2074,44,105935563
13000,533110,1055,137,106187539
13000,446130,3147,319,106390894
13000,311821,1779,11,106706645
13000,325212,549,8,106977180
13000,611710,2169,374,107981522
13000,541213,3114,1002,108317545
13000,238991,2503,353,108508341
13000,444130,3877,369,108735886
13000,327991,2571,154,108898386
13000,424480,2091,109,109207787
13000,811212,1793,262,111449422
13000,448310,3360,548,112169315
13000,623220,3192,203,112354048
13000,541410,1946,532,113059251
13000,812930,4963,123,113835343
13000,722410,5957,454,115344484
13000,448210,6616,601,115484685
13000,814110,3737,3520,115636454
13000,442299,5613,405,116273814
13000,532412,1590,121,117398422
13000,541714,1292,136,118337851
13000,424720,1835,161,119353659
13000,423620,1336,98,120235632
13000,326113,2158,26,121415967
13000,238911,2805,433,122392225
13000,922130,2081,141,123414075
13000,624110,3543,224,123912339
13000,621310,3691,1135,124317945
13000,621498,2384,328,129474594
13000,541910,1975,221,129685149
13000,811192,6291,454,129947096
13000,926140,2087,187,130097551
13000,312120,1730,57,130834751
13000,238122,2404,156,130918630
13000,238192,2155,163,131741117
13000,425110,2167,195,132604961
13000,561499,1639,185,132781029
13000,238312,2503,215,133293706
13000,922110,1671,116,133635048
13000,322110,1498,24,134541085
13000,337110,3614,289,134934812
13000,531390,1429,322,135257538
13000,532111,4024,334,135552003
13000,925110,2401,143,137056446
13000,237210,2001,201,137099064
13000,541620,1838,294,137578499
13000,325998,2167,45,137835987
13000,424330,3160,138,138219115
13000,713990,6418,550,141007527
13000,327320,2582,164,141151797
13000,813410,7857,381,141212210
13000,623990,4498,197,141337825
13000,561920,2573,234,141797659
13000,924110,1723,24,142598771
13000,561312,1743,238,143495016
13000,424910,2611,279,145133404
13000,327390,2219,70,145465793
13000,311612,2913,38,146023121
13000,332321,2851,52,146873912
13000,236117,1782,196,147010020
13000,325180,1512,33,147541865
13000,423730,1904,158,148209662
13000,448120,9334,947,148551661
13000,488190,2677,163,148908527
13000,322220,2872,38,149166263
13000,339113,2342,66,151375755
13000,621320,3660,536,151828903
13000,621493,2401,165,152980648
13000,238392,2721,156,153390191
13000,515210,1581,22,153439308
13000,551111,1384,107,155606208
13000,624310,6190,291,155622464
13000,312111,2845,38,157630449
13000,484110,3842,538,158439400
13000,541430,2637,613,159326385
13000,336370,3387,17,159392986
13000,336211,3231,31,160169080
13000,561990,4763,360,161694687
13000,423710,2732,186,162520765
13000,334118,1669,26,163195804
13000,511120,1908,230,163402325
13000,623311,6530,142,164697369
13000,423820,3224,203,166429624
13000,424130,2090,136,167118568
13000,238162,3176,180,167513393
13000,488320,4129,18,167745763
13000,336412,2509,10,168474520
13000,493120,3825,59,174297653
13000,113310,4190,494,176969433
13000,541990,2851,438,180499540
13000,622210,3729,71,181128285
13000,423810,2382,140,181174819
13000,541380,2716,222,182448215
13000,524114,2731,69,184260294
13000,923130,2193,67,184471185
13000,322121,2355,15,185029242
13000,453210,4219,222,185473439
13000,332322,4170,158,187638603
13000,339112,1821,52,189804060
13000,517911,3066,219,196455633
13000,451110,8467,576,196730566
13000,238112,3740,210,203207062
13000,923110,3545,62,203987480
13000,221210,2077,58,204422304
13000,711310,2858,57,205226944
13000,541618,3222,449,205888255
13000,313210,5360,39,206439824
13000,423720,3114,223,211824916
13000,532120,4294,232,214472009
13000,488111,4542,179,216142120
13000,335122,2381,27,216612205
13000,524298,2060,240,216726608
13000,561439,4071,296,217988939
13000,336111,3524,16,219048725
13000,713940,13012,1060,219930400
13000,621910,6137,165,220656077
13000,336999,3659,25,222633862
13000,522220,2816,243,223596608
13000,813910,3328,604,223796740
13000,325412,2180,75,225580231
13000,484220,4917,651,226081730
13000,448140,13108,673,228016022
13000,336390,4598,47,229305551
13000,523999,967,36,229492824
13000,423930,3849,320,232024613
13000,423840,3180,349,232331121
13000,541614,2990,568,234942396
13000,562111,4972,297,235139978
13000,924120,5166,462,235864204
13000,334220,1622,41,237359090
13000,561510,3135,312,240620129
13000,541690,2502,614,242781687
13000,238992,4661,397,243370919
13000,322211,3241,64,243522626
13000,522310,2112,283,244274998
13000,624190,7373,958,245777513
13000,423510,3796,204,246797557
13000,621420,7136,499,248934556
13000,332710,4957,453,250178004
13000,442210,3698,276,250482142
13000,621399,4574,465,253859920
13000,441320,6443,793,254960732
13000,524291,3139,212,256973752
13000,484230,5148,393,257759189
13000,333415,4594,59,260938157
13000,561621,3964,264,263489698
13000,522291,4370,877,263581706
13000,812112,10261,2033,264441873
13000,311812,4578,105,264642482
13000,623312,11837,464,271470626
13000,522130,5195,268,272899063
13000,541612,2744,425,273585559
13000,561422,10173,189,274736987
13000,811310,5330,733,275615019
13000,335311,2513,41,276596073
13000,423120,4897,331,277640038
13000,236118,6117,1719,280586401
13000,561440,4941,192,282681826
13000,237990,3144,189,283945900
13000,713910,11276,288,288803308
13000,551112,2613,203,291278914
13000,622310,5208,39,291964799
13000,238211,6390,1049,292634120
13000,522298,4579,790,292841300
13000,621492,5589,364,293932854
13000,238292,4370,345,295086447
13000,423110,3994,177,297220526
13000,321113,5845,146,297719078
13000,624120,14704,1698,298187897
13000,611519,7079,182,299684756
13000,322130,3343,16,300982753
13000,722515,16127,1114,301954739
13000,237110,5381,410,304183550
13000,424820,3989,93,304469138
13000,423690,3106,301,307824350
13000,442110,7323,850,311715188
13000,621511,5395,727,315483484
13000,541850,3549,140,318670459
13000,541519,3409,485,326153284
13000,424490,6292,263,337158748
13000,454110,7432,619,337956339
13000,531120,5792,780,340280587
13000,517919,2529,71,343001854
13000,444190,6315,475,345688059
13000,561210,8324,184,350627671
13000,424690,4354,334,353011970
13000,238912,6931,505,353391571
13000,561710,7213,619,355960773
13000,524292,5004,209,359629297
13000,236210,4628,223,360885298
13000,722310,13329,550,363422725
13000,423220,5740,293,370584083
13000,621491,3223,97,373998851
13000,326199,7649,156,374393138
13000,541715,3964,262,383427773
13000,811121,7841,951,390503143
13000,441120,7704,906,391157081
13000,621340,8891,874,404832023
13000,523920,2485,484,405658796
13000,541940,11792,888,409435832
13000,811111,9703,2035,412414790
13000,519130,4416,499,432426790
13000,237130,7769,369,442998708
13000,424410,7772,162,444760676
13000,541310,5260,609,448124074
13000,531110,9897,1418,450618400
13000,313110,10610,90,452302169
13000,922140,11462,187,454316480
13000,922120,5734,158,458809294
13000,921130,6469,55,461601090
13000,541219,8677,1563,462768728
13000,531312,4845,607,465466635
13000,611210,13595,89,474058337
13000,531311,10072,1178,477126274
13000,561612,22209,379,477720730
13000,237310,8113,264,477781359
13000,323111,10124,677,491154860
13000,541513,5845,245,492329284
13000,441310,15367,1295,492543031
13000,561311,11279,698,493694057
13000,711211,1956,52,500548789
13000,423310,5948,253,513046385
13000,921190,11179,224,519315154
13000,926120,6153,87,540093909
13000,517312,6091,171,540898747
13000,511110,4866,212,546911222
13000,238221,12406,1821,552374435
13000,541214,7282,170,553089997
13000,236115,8045,2107,575113466
13000,561450,3630,47,580468898
13000,522292,5406,472,585144085
13000,541613,8891,1711,593174139
13000,561720,29032,1986,613458728
13000,447110,26870,4476,622686068
13000,423610,6594,422,633272984
13000,488510,11065,839,642750086
13000,424210,5358,305,647097562
13000,523930,4235,1004,675487891
13000,444110,24595,261,687730560
13000,452210,32340,466,693408685
13000,624410,33772,2283,696300932
13000,524113,7555,174,701413445
13000,523110,2692,188,712379829
13000,541810,7060,550,723085281
13000,523120,4279,847,739695281
13000,531210,10528,4212,750446867
13000,423450,8116,461,754336785
13000,446110,20576,2024,814080101
13000,484122,14719,391,817314333
13000,561730,22744,2900,828665125
13000,621610,25581,1099,853795477
13000,999999,12969,17656,894859076
13000,423830,12100,798,916434841
