ZIPCODE,Num Industries,Total Establishments,Total Employees,Total Payroll
01542,4,15,4,0
01543,14,117,2364,0
01545,75,1320,19456,0
01550,39,384,6741,0
01560,5,30,635,0
01562,21,210,3942,0
01564,25,205,3205,0
01566,29,248,4572,0
01568,15,158,2765,0
01569,30,325,5791,0
01570,47,464,6928,0
01571,16,162,2787,0
01581,94,1499,22617,0
01583,32,257,5173,0
01585,6,50,1087,0
01588,32,258,5403,0
01590,20,174,3251,0
01602,35,454,7306,0
01603,49,532,8231,0
01604,69,1077,15779,0
01605,66,822,13667,0
01606,55,544,8698,0
01607,18,118,1728,0
01608,46,722,9133,0
01609,58,801,10973,0
01610,41,407,5904,0
01611,1,7,211,0
01612,7,44,657,0
01613,1,3,1,0
01701,100,2027,28830,0
01702,83,1481,19175,0
01719,13,113,1735,0
01720,71,1116,17637,0
01721,40,590,9303,0
01730,58,733,10959,0
01731,2,20,422,0
01740,14,113,1504,0
01741,10,89,1490,0
01742,81,1303,19733,0
01746,47,486,7547,0
01747,25,149,1925,0
01748,48,639,9772,0
01749,58,720,10262,0
01752,116,2517,35528,0
01754,28,306,4348,0
01756,13,126,2374,0
01757,77,1388,18522,0
01760,93,2267,31221,0
01770,12,84,1912,0
01772,46,416,6340,0
01773,18,139,2328,0
01775,15,138,2345,0
01776,53,804,11045,0
01778,44,505,7935,0
01801,138,3677,49759,0
01803,97,2622,38372,0
01810,82,1618,22519,0
01821,66,1090,15626,0
01824,73,1271,18055,0
01826,47,863,10651,0
01827,5,47,855,0
01830,44,730,11643,0
01831,1,8,211,0
01832,36,355,5650,0
01833,26,213,3636,0
01834,14,138,2554,0
01835,35,305,5626,0
01840,41,419,8536,0
01841,45,581,7567,0
01843,57,684,10092,0
01844,77,1481,18090,0
01845,77,1408,19091,0
01850,13,103,1534,0
01851,53,713,10230,0
01852,70,1168,15757,0
01854,33,383,6054,0
01860,10,63,1270,0
01862,49,466,7642,0
01863,28,238,4162,0
01864,57,792,13315,0
01867,49,809,12623,0
01876,75,1133,16054,0
01879,35,403,6309,0
01880,74,1402,18298,0
01886,59,986,14586,0
01887,85,1293,18614,0
01888,1,6,211,0
01890,53,851,11707,0
01901,29,342,5513,0
01902,39,690,8912,0
01904,34,417,5615,0
01905,38,544,6512,0
01906,64,1280,17908,0
01907,34,446,6887,0
01908,4,20,424,0
01910,1,7,211,0
01913,51,554,8652,0
01915,98,2101,26846,0
01921,16,154,2346,0
01922,5,32,635,0
01923,94,1782,24869,0
01929,17,152,2788,0
01930,76,1380,18402,0
01938,49,498,7331,0
01940,43,571,8477,0
01944,27,215,4088,0
01945,61,858,13493,0
01949,45,444,7818,0
01950,79,1157,17364,0
01951,11,56,851,0
01952,31,342,5625,0
01960,101,2494,31751,0
01966,23,254,4683,0
01969,25,233,3886,0
01970,91,1937,22998,0
01982,16,112,2116,0
01983,30,246,4510,0
01984,10,46,640,0
01985,4,44,424,0
02019,43,537,7637,0
02021,88,1467,20692,0
02025,36,341,5797,0
02026,83,1474,20847,0
02027,1,6,211,0
02030,16,127,2546,0
02032,9,90,2170,0
02035,68,891,12645,0
02038,83,1294,18004,0
02043,76,1390,19516,0
02045,14,159,2595,0
02048,68,853,12095,0
02050,59,732,11032,0
02052,39,441,8031,0
02053,38,396,5621,0
02054,24,229,4085,0
02056,25,288,4255,0
02061,64,939,14936,0
02062,96,2058,26992,0
02066,42,540,8855,0
02067,41,546,10061,0
02072,85,1448,19022,0
02081,63,868,11695,0
02090,56,704,9959,0
02093,41,612,9092,0
02108,66,1974,24705,0
02109,69,2530,28429,0
02110,72,3383,32444,0
02111,71,1744,25441,0
02113,17,260,3458,0
02114,60,1150,18123,0
02115,51,979,13619,0
02116,92,3780,43153,0
02118,68,1296,18077,0
02119,52,603,9983,0
02120,21,227,3912,0
02121,21,241,3682,0
02122,54,799,12636,0
02124,51,908,13277,0
02125,52,619,9806,0
02126,25,265,4566,0
02127,64,984,14852,0
02128,68,1264,17558,0
02129,68,699,10484,0
02130,67,1020,14482,0
02131,51,672,9494,0
02132,54,802,11988,0
02133,2,8,2,0
02134,56,780,11814,0
02135,69,1034,15604,0
02136,52,584,9347,0
02138,85,1940,26541,0
02139,79,1929,24500,0
02140,55,743,11374,0
02141,48,533,8394,0
02142,40,853,11030,0
02143,66,913,13315,0
02144,45,632,8331,0
02145,47,607,9141,0
02148,79,1611,17486,0
02149,67,1228,14714,0
02150,66,1116,15525,0
02151,63,1297,14808,0
02152,36,384,7307,0
02153,1,3,1,0
02155,85,1929,22888,0
02163,1,23,452,0
02169,105,2701,32417,0
02170,30,378,5801,0
02171,47,551,8041,0
02176,49,800,11892,0
02180,57,898,13932,0
02184,100,2629,36201,0
02186,45,721,10147,0
02188,36,350,6098,0
02189,43,527,8990,0
02190,42,567,10089,0
02191,19,127,2600,0
02199,27,353,6075,0
02203,1,6,211,0
02210,77,1777,27742,0
02215,54,795,10664,0
02238,1,9,211,0
02269,1,3,1,0
02301,98,2308,28266,0
02302,50,562,7803,0
02322,32,206,3273,0
02324,53,744,10154,0
02330,21,222,4133,0
02331,2,6,2,0
02332,38,463,7689,0
02333,30,316,4961,0
02334,2,6,2,0
02338,15,108,1736,0
02339,71,959,15668,0
02341,18,197,3029,0
02343,25,292,5049,0
02345,2,6,2,0
02346,61,781,10364,0
02347,36,352,6216,0
02351,35,476,7736,0
02356,40,354,6473,0
02359,53,758,11737,0
02360,110,2697,32851,0
02361,1,3,1,0
02362,1,3,1,0
02364,41,515,8766,0
02367,6,34,636,0
02368,67,887,11782,0
02370,57,642,9813,0
02375,44,500,8958,0
02379,41,451,8358,0
02382,24,291,4996,0
02420,48,760,10810,0
02421,50,882,13401,0
02445,43,715,10395,0
02446,59,1212,14626,0
02451,83,2105,28347,0
02452,54,595,8457,0
02453,84,1263,17663,0
02454,3,21,433,0
02457,1,25,462,0
02458,57,738,11049,0
02459,60,1148,15459,0
02460,31,342,5572,0
02461,33,310,5414,0
02462,7,118,1779,0
02464,38,308,4990,0
02465,41,443,6861,0
02466,40,330,6021,0
02467,51,819,12208,0
02468,12,89,2122,0
02472,88,1587,22290,0
02474,45,730,10957,0
02476,41,588,10183,0
02478,55,936,13607,0
02481,52,1195,15056,0
02482,42,633,10676,0
02492,48,797,12101,0
02493,36,442,7279,0
02494,71,984,15443,0
02532,34,365,5836,0
02534,8,39,648,0
02535,3,32,633,0
02536,42,536,8854,0
02537,9,77,1479,0
02538,10,86,1792,0
02539,33,478,7944,0
02540,54,724,11946,0
02542,1,3,1,0
02543,5,33,876,0
02554,65,1753,15078,0
02556,12,91,2143,0
02557,23,315,4053,0
02558,3,25,633,0
02559,13,80,1523,0
02561,3,16,213,0
02562,7,56,1297,0
02563,40,519,9093,0
02564,2,9,212,0
02568,47,539,8578,0
02571,37,364,6392,0
02574,1,3,1,0
02575,9,96,1279,0
02576,11,57,1081,0
02584,4,75,844,0
02601,84,2058,28976,0
02630,9,95,1269,0
02631,34,379,5584,0
02632,29,353,5129,0
02633,28,329,5779,0
02635,11,102,1691,0
02637,1,6,211,0
02638,8,61,1298,0
02639,8,124,1488,0
02641,3,15,213,0
02642,12,135,2352,0
02643,2,12,212,0
02644,10,81,1931,0
02645,26,363,4516,0
02646,12,114,2793,0
02647,1,3,1,0
02648,17,254,3878,0
02649,50,664,9261,0
02650,2,19,642,0
02651,6,53,1276,0
02652,8,76,1478,0
02653,47,574,9469,0
02655,25,223,3876,0
02657,33,531,6245,0
02659,2,22,442,0
02660,24,250,4135,0
02662,1,3,1,0
02663,2,13,422,0
02664,36,438,7640,0
02666,3,21,423,0
02667,14,138,2344,0
02668,11,91,1481,0
02669,4,18,434,0
02670,3,29,873,0
02671,5,38,1055,0
02673,31,314,4081,0
02675,21,174,3222,0
02702,11,79,1511,0
02703,83,1457,18904,0
02715,8,66,1498,0
02717,10,76,1300,0
02718,11,74,1081,0
02719,51,508,8296,0
02720,75,1086,13444,0
02721,64,849,12809,0
02722,5,27,435,0
02723,32,261,4723,0
02724,28,241,3679,0
02725,4,27,465,0
02726,33,353,6014,0
02738,14,122,2784,0
02739,20,195,3231,0
02740,76,1462,19180,0
02741,1,8,211,0
02743,19,199,3870,0
02744,18,185,2988,0
02745,52,644,9269,0
02746,36,349,4819,0
02747,68,1031,17166,0
02748,21,239,3944,0
02760,64,1068,16296,0
02762,43,440,7334,0
02763,14,64,654,0
02764,9,62,1489,0
02766,40,468,8526,0
02767,61,739,12629,0
02769,29,359,5099,0
02770,8,77,1268,0
02771,61,782,11637,0
02777,51,567,9732,0
02779,10,80,1480,0
02780,91,1666,22091,0
02790,45,548,8826,0
02804,6,71,1286,0
02806,41,508,9222,0
02807,19,262,3399,0
02808,1,6,211,0
02809,54,794,11657,0
02812,1,3,1,0
02813,15,173,2806,0
02814,14,139,2334,0
02816,58,827,11282,0
02817,18,133,1728,0
02818,63,1076,16831,0
02822,14,166,2805,0
02825,9,77,1689,0
02827,2,20,422,0
02828,23,225,3886,0
02830,10,118,1951,0
02831,8,59,1478,0
02832,8,53,1068,0
02835,13,140,2753,0
02837,10,110,2140,0
02838,3,19,433,0
02840,81,1722,22159,0
02841,2,18,422,0
02842,58,853,12756,0
02852,90,1105,15413,0
02857,21,242,4261,0
02859,9,73,1269,0
02860,104,1588,21154,0
02861,47,604,8230,0
02863,28,317,4698,0
02864,70,1104,14103,0
02865,64,841,13123,0
02871,46,634,11028,0
02874,9,74,1899,0
02875,1,3,1,0
02878,40,437,6241,0
02879,66,1018,14772,0
02881,9,110,2129,0
02882,43,564,7976,0
02883,1,4,1,0
02885,46,404,6047,0
02886,123,2835,38071,0
02888,73,940,14577,0
02889,44,606,8407,0
02891,68,1158,16564,0
02892,10,113,1900,0
02893,55,715,10911,0
02895,74,1083,15993,0
02896,34,384,6235,0
02898,11,80,1982,0
02901,1,3,1,0
02903,89,2743,31611,0
02904,78,1171,17494,0
02905,67,721,11375,0
02906,63,1210,16363,0
02907,67,820,11419,0
02908,55,800,12348,0
02909,72,1033,14117,0
02910,66,810,11257,0
02911,27,252,4559,0
02914,77,1106,16030,0
02915,37,412,6508,0
02916,22,173,3084,0
02917,60,791,12788,0
02918,1,20,451,0
02919,87,1688,20693,0
02920,92,2038,27759,0
02921,30,326,6032,0
02940,2,89,212,0
03031,51,545,9252,0
03032,16,131,1916,0
03033,5,48,845,0
03034,9,74,1689,0
03036,8,60,1488,0
03037,8,84,1698,0
03038,63,991,15310,0
03042,23,220,4157,0
03043,2,11,212,0
03044,3,30,633,0
03045,34,333,6444,0
03046,3,29,423,0
03047,3,12,213,0
03048,6,45,846,0
03049,14,171,3204,0
03051,69,925,13145,0
03052,8,89,1268,0
03053,76,1045,16486,0
03054,70,1120,16668,0
03055,50,500,7863,0
03057,3,15,423,0
03060,100,2144,31154,0
03062,48,640,10662,0
03063,69,892,15620,0
03064,31,295,6273,0
03070,11,81,1691,0
03071,9,108,1950,0
03076,32,361,5612,0
03077,18,156,2369,0
03079,103,2109,31154,0
03082,3,17,423,0
03084,2,9,212,0
03086,10,57,1333,0
03087,44,469,8677,0
03101,71,1144,16303,0
03102,39,612,9071,0
03103,98,1715,27207,0
03104,49,818,12023,0
03106,60,597,10435,0
03109,37,351,5200,0
03110,76,1511,19491,0
03215,3,12,3,0
03216,4,15,214,0
03217,4,38,1085,0
03220,19,132,2600,0
03221,3,21,423,0
03222,12,106,1953,0
03223,8,57,1099,0
03224,2,12,422,0
03225,4,21,424,0
03226,1,5,1,0
03227,2,11,212,0
03229,13,92,1923,0
03230,2,12,212,0
03234,13,77,1503,0
03235,20,153,3220,0
03237,2,9,212,0
03241,2,9,2,0
03242,18,104,1938,0
03244,15,107,2617,0
03245,3,26,423,0
03246,58,738,10179,0
03249,27,231,4748,0
03251,18,167,2619,0
03253,29,275,4612,0
03254,23,177,3684,0
03255,3,15,213,0
03256,2,6,2,0
03257,28,221,4101,0
03258,5,19,215,0
03259,1,3,1,0
03260,1,3,1,0
03261,10,66,1070,0
03262,5,42,855,0
03263,10,56,1060,0
03264,34,285,4955,0
03266,3,13,213,0
03268,1,6,211,0
03269,3,17,423,0
03275,24,193,2845,0
03276,33,316,4407,0
03278,6,52,1276,0
03279,1,6,211,0
03280,1,6,211,0
03281,15,135,2355,0
03284,1,8,211,0
03285,2,9,212,0
03287,2,22,422,0
03290,4,27,844,0
03301,115,2629,36069,0
03302,1,3,1,0
03303,20,160,2601,0
03304,27,205,2997,0
03307,10,70,1080,0
03431,87,1284,19504,0
03435,1,4,1,0
03440,4,15,214,0
03444,4,18,424,0
03446,13,84,1063,0
03447,4,25,654,0
03448,1,6,211,0
03449,3,12,213,0
03451,5,29,425,0
03452,14,103,1724,0
03455,1,3,1,0
03458,32,317,5853,0
03461,15,129,1746,0
03465,1,3,1,0
03466,2,9,212,0
03467,1,5,1,0
03470,7,41,847,0
03561,45,423,8007,0
03570,24,141,2185,0
03574,3,22,423,0
03576,17,93,1707,0
03579,1,3,1,0
03580,7,46,847,0
03581,9,89,1750,0
03582,2,13,212,0
03583,2,9,212,0
03584,19,91,1509,0
03585,2,15,422,0
03588,2,9,212,0
03590,1,3,1,0
03592,5,31,635,0
03595,2,14,422,0
03597,1,3,1,0
03598,5,28,655,0
03602,5,27,635,0
03603,4,34,844,0
03608,11,82,2152,0
03741,5,27,635,0
03743,44,410,7686,0
03748,9,64,879,0
03750,1,4,1,0
03753,2,12,212,0
03755,34,301,5385,0
03766,52,547,10236,0
03768,2,10,212,0
03771,1,6,211,0
03773,24,178,3015,0
03774,4,23,634,0
03777,2,14,422,0
03781,1,13,211,0
03782,7,46,847,0
03784,39,312,5293,0
03785,5,35,645,0
03801,120,3382,44715,0
03809,10,60,1300,0
03810,2,23,422,0
03811,8,73,1068,0
03812,3,24,423,0
03813,9,45,849,0
03814,2,11,212,0
03816,2,14,422,0
03818,27,204,4297,0
03819,4,43,844,0
03820,77,1350,19109,0
03823,2,9,212,0
03824,24,221,4525,0
03825,21,162,2141,0
03826,7,53,1267,0
03827,5,46,1055,0
03830,1,3,1,0
03833,76,1072,15682,0
03835,11,81,1291,0
03836,2,10,212,0
03837,1,6,211,0
03838,5,22,425,0
03839,6,44,846,0
03840,17,155,2387,0
03841,19,179,3219,0
03842,50,734,9273,0
03844,9,44,849,0
03845,3,25,423,0
03846,3,24,474,0
03848,19,145,2349,0
03849,2,14,422,0
03851,3,14,213,0
03854,2,14,422,0
03855,1,15,211,0
03856,4,29,634,0
03857,14,136,2815,0
03858,6,49,846,0
03860,38,538,8585,0
03861,6,41,1066,0
03862,29,236,3690,0
03864,6,45,846,0
03865,46,433,7368,0
03867,50,651,10525,0
03868,11,58,871,0
03869,4,24,424,0
03870,13,95,1903,0
03871,1,4,1,0
03872,7,40,688,0
03873,4,58,854,0
03874,37,395,6349,0
03878,37,311,5520,0
03882,1,3,1,0
03884,4,31,844,0
03885,31,233,4334,0
03886,5,38,845,0
03887,1,8,211,0
03890,1,13,462,0
03894,35,367,6266,0
03901,9,74,1499,0
03902,7,44,1057,0
03903,17,121,2127,0
03904,40,465,6964,0
03905,3,18,633,0
03906,8,72,1498,0
03907,14,277,3486,0
03908,13,105,1934,0
03909,43,514,8645,0
03910,4,58,844,0
03911,1,3,1,0
04001,1,3,1,0
04002,15,141,2576,0
04003,2,9,212,0
04005,69,988,14005,0
04008,4,33,634,0
04009,26,238,3928,0
04011,75,1256,18123,0
04015,10,60,1060,0
04020,6,36,656,0
04021,17,170,3197,0
04022,2,9,212,0
04027,12,59,1062,0
04029,3,12,213,0
04030,3,21,423,0
04032,42,503,7394,0
04033,1,5,1,0
04037,11,69,1291,0
04038,48,565,9059,0
04039,27,279,4907,0
04040,10,67,1690,0
04041,1,6,211,0
04042,7,48,1277,0
04043,47,589,9058,0
04046,30,389,4920,0
04047,3,18,423,0
04048,6,41,636,0
04049,1,7,211,0
04051,5,29,845,0
04055,11,123,2571,0
04056,1,6,211,0
04061,3,13,213,0
04062,53,775,11484,0
04064,22,368,5143,0
04066,1,6,211,0
04068,3,23,423,0
04069,2,18,422,0
04070,2,8,2,0
04071,15,146,3175,0
04072,61,915,11997,0
04073,45,562,8058,0
04074,91,1340,19461,0
04076,3,18,633,0
04079,8,140,1688,0
04083,12,78,1743,0
04084,15,167,3425,0
04085,1,3,1,0
04086,31,350,5654,0
04087,6,27,426,0
04088,1,4,1,0
04090,37,507,6688,0
04092,69,822,13106,0
04093,16,127,2116,0
04095,1,8,211,0
04096,38,462,7119,0
04097,13,108,2113,0
04098,1,7,211,0
04101,116,3559,40266,0
04102,68,908,12865,0
04103,98,1636,22852,0
04104,5,21,215,0
04105,48,731,10852,0
04106,103,2012,32146,0
04107,22,242,4493,0
04108,2,14,422,0
04110,3,19,423,0
04112,4,24,424,0
04210,84,1238,19117,0
04216,2,9,212,0
04217,17,128,2777,0
04220,4,26,634,0
04222,8,73,1478,0
04224,2,11,212,0
04231,1,3,1,0
04236,9,81,1689,0
04238,3,15,423,0
04239,12,64,1062,0
04240,89,1473,23090,0
04241,1,8,211,0
04243,4,12,4,0
04250,6,40,846,0
04252,9,82,1499,0
04253,2,11,212,0
04254,6,29,636,0
04256,6,26,426,0
04257,8,47,1088,0
04258,7,61,1287,0
04259,3,20,633,0
04260,15,119,2345,0
04261,2,7,2,0
04263,2,14,422,0
04265,1,3,1,0
04268,23,154,3213,0
04270,14,109,1934,0
04274,12,89,1902,0
04276,17,102,1707,0
04280,11,94,1701,0
04281,20,119,2191,0
04282,13,95,2133,0
04284,1,3,1,0
04287,7,50,1057,0
04289,1,6,211,0
04290,1,6,211,0
04294,9,40,429,0
04330,91,1571,25622,0
04332,2,14,432,0
04336,1,3,1,0
04344,9,33,429,0
04345,25,235,3676,0
04346,3,17,423,0
04347,13,93,2164,0
04348,4,35,634,0
04350,5,22,425,0
04351,6,33,636,0
04352,3,13,213,0
04353,1,7,211,0
04355,1,8,211,0
04357,5,21,235,0
04358,8,57,1268,0
04363,2,9,212,0
04364,20,148,2970,0
04401,128,3103,44171,0
04402,4,20,246,0
04411,3,25,633,0
04412,49,455,9131,0
04414,1,3,1,0
04416,16,106,2766,0
04418,1,8,211,0
04419,3,21,633,0
04421,2,11,212,0
04422,1,7,211,0
04424,2,17,212,0
04426,19,113,1929,0
04427,4,18,424,0
04428,4,31,634,0
04429,14,96,2144,0
04434,2,12,422,0
04441,10,76,1480,0
04442,1,3,1,0
04443,2,12,432,0
04444,29,214,3229,0
04448,1,6,211,0
04449,1,3,1,0
04456,5,31,635,0
04457,27,194,3207,0
04460,1,3,1,0
04461,3,19,423,0
04462,15,97,1925,0
04463,3,19,453,0
04464,1,4,1,0
04468,25,176,3267,0
04469,1,3,1,0
04471,1,3,1,0
04472,3,18,423,0
04473,15,105,2447,0
04474,7,54,1267,0
04476,1,6,211,0
04493,4,27,634,0
04495,1,7,211,0
04496,3,18,423,0
04530,38,430,7749,0
04537,13,114,1693,0
04538,18,210,3398,0
04539,4,30,854,0
04543,31,232,3892,0
04544,5,37,1055,0
04547,2,71,422,0
04548,2,9,212,0
04551,2,15,422,0
04553,8,58,1268,0
04554,5,39,845,0
04555,6,35,636,0
04556,3,17,423,0
04562,7,43,1057,0
04563,4,22,424,0
04564,1,6,211,0
04568,1,6,211,0
04572,21,137,2561,0
04573,1,13,211,0
04574,1,6,211,0
04576,1,6,211,0
04578,14,122,2354,0
04579,6,54,846,0
04605,67,930,13662,0
04606,3,23,633,0
04607,1,18,211,0
04609,41,557,6402,0
04611,2,19,212,0
04612,3,19,633,0
04613,1,16,211,0
04614,17,114,2117,0
04616,1,6,1,0
04617,2,11,212,0
04619,13,89,1953,0
04622,1,4,1,0
04623,2,9,212,0
04624,1,8,211,0
04626,1,8,211,0
04627,5,65,845,0
04630,1,3,1,0
04631,1,8,211,0
04634,4,20,424,0
04640,8,56,1268,0
04643,1,10,211,0
04644,1,6,211,0
04646,1,19,211,0
04649,4,37,644,0
04650,1,6,211,0
04652,2,18,422,0
04653,1,8,211,0
04654,13,77,1104,0
04655,2,7,2,0
04658,4,27,424,0
04660,4,18,214,0
04662,6,39,636,0
04666,1,10,211,0
04668,2,9,212,0
04669,1,8,211,0
04674,2,9,212,0
04675,1,3,1,0
04676,3,22,633,0
04679,16,147,2336,0
04680,2,10,212,0
04681,5,56,645,0
04685,2,11,212,0
04693,3,17,433,0
04694,1,3,1,0
04730,38,391,7820,0
04732,5,33,635,0
04736,34,259,4345,0
04739,2,16,432,0
04740,1,3,1,0
04742,4,17,214,0
04743,19,289,4129,0
04744,1,7,211,0
04745,2,11,212,0
04747,1,3,1,0
04750,3,13,213,0
04756,11,66,1521,0
04757,3,17,423,0
04758,4,23,424,0
04765,5,30,855,0
04768,1,3,1,0
04769,50,499,8744,0
04772,1,6,211,0
04774,3,30,643,0
04776,4,28,634,0
04781,1,16,211,0
04785,5,22,425,0
04841,55,534,9087,0
04843,38,388,6208,0
04847,3,25,643,0
04848,4,20,424,0
04849,9,81,1689,0
04851,1,12,211,0
04852,1,8,211,0
04853,5,32,845,0
04854,5,68,845,0
04855,2,21,212,0
04856,26,266,5596,0
04858,2,30,422,0
04859,2,19,212,0
04860,4,36,634,0
04861,10,60,1301,0
04862,8,60,1288,0
04863,5,83,1055,0
04864,16,104,1706,0
04865,1,6,231,0
04901,72,1108,18683,0
04911,1,3,1,0
04912,1,3,1,0
04915,50,543,10611,0
04917,6,41,846,0
04920,2,8,2,0
04921,1,3,1,0
04924,2,12,422,0
04927,3,15,423,0
04928,1,8,211,0
04930,13,58,853,0
04937,16,98,1936,0
04938,41,376,7424,0
04941,1,6,211,0
04943,2,14,422,0
04945,5,33,425,0
04947,6,51,1117,0
04949,1,3,1,0
04950,12,65,1062,0
04951,1,6,211,0
04952,3,18,633,0
04953,15,84,1556,0
04955,1,3,1,0
04956,1,6,211,0
04957,8,51,1288,0
04958,2,7,2,0
04963,18,137,2999,0
04964,2,15,432,0
04965,3,22,423,0
04966,1,14,211,0
04967,7,58,1097,0
04969,1,3,1,0
04970,7,85,1717,0
04971,2,16,432,0
04973,2,13,422,0
04974,7,41,847,0
04976,45,368,6286,0
04978,2,12,422,0
04979,1,3,1,0
04982,2,7,2,0
04983,3,13,213,0
04985,1,16,211,0
04986,1,6,211,0
04988,1,13,441,0
04989,4,25,634,0
05001,38,326,6100,0
05030,1,3,1,0
05031,5,28,845,0
05032,9,52,849,0
05033,10,57,850,0
05034,1,4,1,0
05035,2,6,2,0
05038,1,3,1,0
05043,2,12,422,0
05045,6,35,846,0
05046,1,3,1,0
05048,5,56,1055,0
05051,1,3,1,0
05055,11,57,851,0
05056,1,3,1,0
05059,4,18,214,0
05060,25,154,2605,0
05065,2,11,212,0
05068,6,29,656,0
05069,1,8,211,0
05071,2,14,422,0
05072,1,9,211,0
05088,1,3,1,0
05089,11,59,1061,0
05091,28,233,4719,0
05101,16,124,2356,0
05143,16,130,2766,0
05148,7,55,1077,0
05149,16,169,3457,0
05150,2,16,422,0
05151,3,17,423,0
05152,2,10,212,0
05154,1,3,1,0
05155,4,33,675,0
05156,29,222,4069,0
05158,2,13,212,0
05161,1,10,211,0
05201,57,627,11340,0
05250,12,101,1902,0
05251,7,38,427,0
05252,1,3,1,0
05254,4,20,214,0
05255,38,449,7779,0
05257,2,6,2,0
05262,6,42,846,0
05301,78,979,15964,0
05340,4,25,634,0
05341,1,6,211,0
05345,2,6,2,0
05346,10,76,1480,0
05354,4,21,434,0
05356,10,78,1731,0
05361,2,6,2,0
05363,13,99,2174,0
05401,97,2171,30969,0
05402,2,9,222,0
05403,92,1642,24899,0
05404,20,145,2591,0
05405,1,21,484,0
05406,2,24,452,0
05408,11,80,1501,0
05440,3,15,423,0
05443,22,184,3402,0
05444,3,15,423,0
05445,10,78,1480,0
05446,61,731,11135,0
05448,1,3,1,0
05450,9,67,1509,0
05452,57,860,13961,0
05454,10,59,1301,0
05455,1,6,211,0
05456,1,3,1,0
05458,1,3,1,0
05461,14,104,2124,0
05462,3,12,213,0
05463,1,6,211,0
05464,7,55,1108,0
05465,8,85,1698,0
05468,28,272,4759,0
05471,2,7,2,0
05472,8,55,1058,0
05474,2,9,212,0
05476,2,6,2,0
05477,19,108,1909,0
