ZIPCODE,Num Industries,Total Establishments,Total Employees,Total Payroll
01908,1,3,1,0
01910,1,7,211,0
01913,41,422,6712,0
01915,122,1846,27157,0
01921,14,127,2334,0
01922,5,24,425,0
01923,127,1541,22769,0
01929,14,105,1945,0
01930,84,1179,16419,0
01938,41,369,5172,0
01940,41,459,7215,0
01944,20,144,2601,0
01945,65,720,11966,0
01949,39,345,6082,0
01950,84,933,13838,0
01951,7,43,847,0
01952,31,276,4954,0
01960,137,2175,28491,0
01966,18,208,3838,0
01969,20,168,3041,0
01970,111,1685,22097,0
01982,11,75,1271,0
01983,27,196,3647,0
01984,6,31,426,0
01985,3,37,423,0
02019,43,434,6547,0
02021,106,1243,19444,0
02025,31,266,4732,0
02026,100,1238,17509,0
02030,13,105,2333,0
02032,9,76,1740,0
02035,68,721,11325,0
02038,92,1070,15470,0
02043,91,1190,19190,0
02045,12,130,2383,0
02048,68,689,9654,0
02050,62,572,9085,0
02052,31,331,5253,0
02053,33,314,5396,0
02054,17,170,2818,0
02056,23,222,3413,0
02061,61,789,13370,0
02062,121,1764,23360,0
02066,34,422,6717,0
02067,28,421,7518,0
02072,96,1230,17172,0
02081,63,716,9934,0
02090,53,567,8634,0
02093,39,506,9341,0
02108,83,1795,23499,0
02109,91,2341,30077,0
02110,83,3173,36833,0
02111,90,1538,22194,0
02113,14,224,2815,0
02114,68,988,13929,0
02115,55,868,12732,0
02116,132,3478,44699,0
02118,73,1093,16018,0
02119,44,480,7992,0
02120,18,205,3699,0
02121,20,205,3461,0
02122,59,664,10221,0
02124,51,774,11326,0
02125,49,521,8242,0
02126,24,225,3905,0
02127,65,790,11552,0
02128,78,1148,16648,0
02129,64,580,9160,0
02130,67,863,12689,0
02131,46,564,8588,0
02132,53,671,10057,0
02133,2,7,2,0
02134,53,682,10111,0
02135,68,892,13653,0
02136,48,482,9082,0
02138,110,1736,24412,0
02139,88,1743,22416,0
02140,52,626,10491,0
02141,45,439,6890,0
02142,42,766,9690,0
02143,64,740,10451,0
02144,39,530,6794,0
02145,47,479,6970,0
02148,90,1426,16443,0
02149,74,1054,13998,0
02150,71,968,14639,0
02151,77,1162,16052,0
02152,27,286,5388,0
02153,1,3,1,0
02155,107,1693,20737,0
02163,1,23,452,0
02169,144,2416,31522,0
02170,28,318,5379,0
02171,43,471,7146,0
02176,52,694,11245,0
02180,60,741,12174,0
02184,141,2341,37791,0
02186,50,630,9892,0
02188,32,280,4814,0
02189,40,411,7815,0
02190,46,452,7870,0
02191,18,102,1959,0
02199,30,295,5449,0
02203,1,6,211,0
02210,82,1589,27172,0
02215,55,708,9585,0
02238,1,9,211,0
02269,1,3,1,0
02301,120,2057,28877,0
02302,48,473,7791,0
02322,25,141,2406,0
02324,53,607,9244,0
02330,20,181,2862,0
02331,2,6,2,0
02332,31,367,6632,0
02333,27,246,3888,0
02334,1,3,1,0
02338,13,71,1094,0
02339,76,772,12373,0
02341,15,146,2376,0
02343,27,244,4579,0
02345,1,3,1,0
02346,58,643,10131,0
02347,36,273,4946,0
02351,35,374,6016,0
02356,33,264,5416,0
02359,49,598,10023,0
02360,150,2356,30665,0
02362,1,3,1,0
02364,41,406,6544,0
02367,5,24,425,0
02368,62,715,10447,0
02370,56,506,7348,0
02375,43,390,6735,0
02379,42,361,6346,0
02382,22,215,4103,0
02420,52,676,10584,0
02421,53,754,11224,0
02445,43,632,9515,0
02446,63,1069,12869,0
02451,97,1882,25128,0
02452,47,501,7380,0
02453,92,1037,15030,0
02454,3,21,433,0
02457,1,25,462,0
02458,59,615,9971,0
02459,64,998,13009,0
02460,28,284,4929,0
02461,25,226,3506,0
02462,7,107,1569,0
02464,31,220,3052,0
02465,29,326,4509,0
02466,32,253,4753,0
02467,51,723,11147,0
02468,10,69,1690,0
02472,105,1367,18734,0
02474,48,627,10110,0
02476,41,471,8413,0
02478,64,820,13376,0
02481,52,1075,15006,0
02482,41,504,8074,0
02492,48,668,10201,0
02493,35,384,6648,0
02494,71,826,13022,0
02532,28,278,4350,0
02534,5,25,425,0
02535,3,32,633,0
02536,39,413,6481,0
02537,8,57,1058,0
02538,6,56,1148,0
02539,32,368,5383,0
02540,58,593,9079,0
02542,1,3,1,0
02543,4,26,665,0
02554,83,1582,14976,0
02556,7,68,1718,0
02557,21,265,3831,0
02558,3,19,423,0
02559,8,46,888,0
02561,2,12,212,0
02562,5,42,875,0
02563,38,405,7360,0
02564,2,9,212,0
02568,41,413,7072,0
02571,30,280,5495,0
02574,1,3,1,0
02575,4,71,644,0
02576,4,14,4,0
02584,5,68,1055,0
02601,107,1826,27473,0
02630,9,79,849,0
02631,27,300,4507,0
02632,29,296,5339,0
02633,24,268,4935,0
02635,8,79,1268,0
02637,1,6,211,0
02638,7,58,1297,0
02639,6,102,1066,0
02641,3,14,213,0
02642,10,115,2350,0
02643,2,10,212,0
02644,8,63,1509,0
02645,24,286,3664,0
02646,9,93,2160,0
02648,20,215,4301,0
02649,52,524,8193,0
02650,2,19,642,0
02651,6,48,1056,0
02652,8,65,1268,0
02653,44,420,6455,0
02655,22,170,2393,0
02657,28,471,6230,0
02659,2,21,442,0
02660,17,177,2848,0
02663,1,7,211,0
02664,32,342,5654,0
02666,3,21,423,0
02667,11,117,2131,0
02668,6,53,1056,0
02669,4,18,434,0
02670,2,26,872,0
02671,5,36,1055,0
02673,29,254,3429,0
02675,17,136,2378,0
02702,10,56,850,0
02703,90,1254,17238,0
02715,6,51,1286,0
02717,6,51,856,0
02718,10,52,870,0
02719,43,395,6138,0
02720,71,907,12079,0
02721,60,698,10394,0
02722,3,15,223,0
02723,25,190,3446,0
02724,23,193,3454,0
02725,3,18,244,0
02726,28,281,5169,0
02738,11,83,2141,0
02739,16,150,2566,0
02740,88,1295,18471,0
02741,1,8,211,0
02743,18,164,3659,0
02744,17,158,2777,0
02745,53,537,9000,0
02746,30,278,4132,0
02747,80,879,14655,0
02748,19,195,3271,0
02760,70,880,13379,0
02762,31,315,5622,0
02763,7,31,427,0
02764,5,36,1065,0
02766,42,377,7207,0
02767,62,592,10179,0
02769,28,289,4678,0
02770,6,62,1056,0
02771,57,610,9022,0
02777,54,447,8625,0
02779,6,51,846,0
02780,117,1439,19995,0
02790,41,438,7312,0
02804,6,63,1286,0
02806,40,395,7301,0
02807,19,229,3189,0
02808,1,6,211,0
02809,53,660,9716,0
02812,1,3,1,0
02813,11,131,2172,0
02814,9,88,1479,0
02816,59,681,9543,0
02817,10,78,1290,0
02818,65,877,14463,0
02822,14,144,2585,0
02825,7,45,847,0
02827,2,16,422,0
02828,15,158,2818,0
02830,8,94,1729,0
02831,4,22,424,0
02832,6,37,1066,0
02835,12,105,1912,0
02837,9,85,1499,0
02838,3,17,433,0
02840,93,1509,21221,0
02841,2,18,422,0
02842,60,717,10945,0
02852,83,852,12796,0
02857,13,163,3203,0
02859,8,57,1058,0
02860,119,1356,19548,0
02861,43,492,6874,0
02863,26,261,4456,0
02864,76,944,13829,0
02865,63,697,11710,0
02871,45,501,8846,0
02874,8,61,1688,0
02875,1,3,1,0
02878,36,353,5597,0
02879,69,832,12805,0
02881,9,106,2129,0
02882,38,445,6701,0
02883,1,3,1,0
02885,37,302,4768,0
02886,163,2469,34766,0
02888,70,739,10863,0
02889,43,496,7546,0
02891,78,974,14313,0
02892,9,86,1269,0
02893,50,583,10246,0
02895,81,912,13948,0
02896,32,308,5583,0
02898,5,48,1326,0
02901,1,3,1,0
02903,112,2510,31323,0
02904,86,975,14432,0
02905,61,577,8927,0
02906,66,1049,14196,0
02907,67,697,9648,0
02908,55,669,10725,0
02909,69,874,12712,0
02910,58,635,8469,0
02911,26,214,3708,0
02914,78,915,13799,0
02915,36,341,6497,0
02916,20,140,2631,0
02917,64,616,9420,0
02918,1,20,451,0
02919,95,1473,20536,0
02920,125,1775,25768,0
02921,29,263,4899,0
02940,3,89,423,0
03031,50,438,7321,0
03032,13,86,1063,0
03033,4,41,844,0
03034,8,49,1268,0
03036,5,32,645,0
03037,6,61,1066,0
03038,71,803,12626,0
03042,15,167,3068,0
03043,1,8,211,0
03044,3,27,633,0
03045,34,251,4944,0
03046,3,26,633,0
03047,3,12,213,0
03048,6,42,846,0
03049,11,147,2781,0
03051,72,736,9986,0
03052,8,56,1058,0
03053,80,836,13568,0
03054,76,927,13540,0
03055,41,394,6784,0
03057,2,9,212,0
03060,127,1863,26118,0
03062,48,516,8721,0
03063,74,705,10511,0
03064,26,218,4338,0
03070,10,70,1690,0
03071,10,77,1280,0
03076,31,282,5161,0
03077,17,137,2368,0
03079,139,1787,27284,0
03082,2,14,422,0
03084,2,9,212,0
03086,10,57,1333,0
03087,36,388,7799,0
03101,76,945,11425,0
03102,42,527,8864,0
03103,112,1447,23335,0
03104,51,651,9364,0
03106,48,444,8493,0
03109,34,278,4325,0
03110,88,1308,19511,0
03215,2,8,2,0
03216,4,15,214,0
03217,4,36,1085,0
03220,16,97,1967,0
03221,2,13,212,0
03222,10,90,1741,0
03223,8,54,1309,0
03224,2,12,422,0
03225,3,12,213,0
03226,1,5,1,0
03227,1,3,1,0
03229,7,60,1287,0
03230,1,9,211,0
03234,8,43,658,0
03235,20,134,3000,0
03237,1,6,211,0
03241,2,9,2,0
03242,12,73,1512,0
03244,10,71,1562,0
03245,4,25,424,0
03246,54,601,7795,0
03249,24,167,3224,0
03251,16,149,2617,0
03253,26,236,4579,0
03254,17,132,2838,0
03255,3,14,213,0
03256,1,3,1,0
03257,23,163,2826,0
03258,3,12,213,0
03259,1,3,1,0
03260,1,3,1,0
03261,6,40,646,0
03262,4,32,644,0
03263,8,46,1058,0
03264,26,220,3897,0
03266,2,10,212,0
03268,1,6,211,0
03269,3,17,423,0
03275,18,143,2168,0
03276,24,217,3348,0
03278,4,34,854,0
03279,1,6,211,0
03280,1,6,211,0
03281,12,104,2142,0
03284,1,8,211,0
03287,2,22,422,0
03290,3,16,423,0
03301,147,2294,33980,0
03303,17,128,2388,0
03304,21,126,1491,0
03307,6,45,866,0
03431,94,1062,16210,0
03435,1,4,1,0
03440,2,9,212,0
03444,4,18,424,0
03446,10,59,1060,0
03447,4,20,444,0
03449,1,6,211,0
03451,3,18,213,0
03452,11,75,1511,0
03458,26,257,5197,0
03461,12,90,1292,0
03465,1,3,1,0
03466,2,9,212,0
03467,1,4,1,0
03470,6,27,426,0
03561,38,313,5849,0
03570,14,92,1755,0
03574,2,12,212,0
03576,11,64,1071,0
03579,1,3,1,0
03580,5,36,845,0
03581,5,62,1326,0
03582,1,8,211,0
03583,1,3,1,0
03584,16,75,1296,0
03585,2,15,422,0
03588,1,3,1,0
03590,1,3,1,0
03592,4,21,424,0
03595,2,14,422,0
03597,1,3,1,0
03598,5,28,655,0
03602,1,4,1,0
03603,4,29,634,0
03608,9,63,1730,0
03741,4,15,214,0
03743,38,304,5500,0
03748,7,53,1087,0
03750,1,4,1,0
03753,1,4,1,0
03755,26,229,4327,0
03766,49,425,6992,0
03768,1,4,1,0
03771,1,6,211,0
03773,21,142,2582,0
03774,3,17,423,0
03777,1,8,211,0
03781,1,10,211,0
03782,4,30,634,0
03784,31,227,3964,0
03785,3,26,433,0
03801,158,2976,42526,0
03809,6,37,866,0
03810,1,15,211,0
03811,6,50,846,0
03812,2,15,212,0
03813,7,33,637,0
03814,2,11,212,0
03816,2,12,422,0
03818,22,143,3222,0
03819,3,25,633,0
03820,81,1131,15582,0
03823,2,9,212,0
03824,19,175,4090,0
03825,20,132,1930,0
03826,6,44,1266,0
03827,6,43,1266,0
03830,1,3,1,0
03833,81,869,13237,0
03835,10,65,1270,0
03836,2,10,212,0
03837,1,6,211,0
03838,3,13,213,0
03839,3,31,633,0
03840,16,108,1086,0
03841,14,128,2354,0
03842,48,626,7971,0
03844,5,29,635,0
03845,3,18,213,0
03846,3,17,244,0
03848,15,107,1925,0
03849,1,7,211,0
03851,2,11,212,0
03854,1,8,211,0
03855,2,13,422,0
03856,4,22,424,0
03857,9,87,1550,0
03858,4,38,634,0
03860,36,439,7973,0
03861,4,23,644,0
03862,24,182,3685,0
03864,6,40,846,0
03865,42,332,5864,0
03867,56,527,8321,0
03868,5,32,655,0
03869,3,18,423,0
03870,8,60,1268,0
03872,6,37,687,0
03873,4,44,844,0
03874,34,307,5005,0
03878,30,240,4433,0
03882,1,3,1,0
03884,4,23,634,0
03885,27,168,3260,0
03886,4,25,634,0
03887,1,6,211,0
03890,1,13,462,0
03894,26,282,4957,0
03901,9,52,1079,0
03902,5,28,635,0
03903,15,83,1065,0
03904,30,346,5944,0
03905,3,18,633,0
03906,6,50,1076,0
03907,9,236,3061,0
03908,10,81,1511,0
03909,35,395,6707,0
03910,4,56,844,0
03911,1,3,1,0
04001,1,3,1,0
04002,11,96,1942,0
04003,2,9,212,0
04005,75,811,12220,0
04008,3,29,633,0
04009,19,189,3501,0
04011,87,1038,14762,0
04015,8,47,848,0
04020,3,21,443,0
04021,17,128,2777,0
04022,1,3,1,0
04027,7,27,427,0
04029,2,6,2,0
04030,3,17,423,0
04032,45,435,7637,0
04033,1,4,1,0
04037,6,41,866,0
04038,47,436,7968,0
04039,21,192,4271,0
04040,7,40,1057,0
04041,1,6,211,0
04042,8,41,1058,0
04043,47,459,6228,0
04046,28,330,5338,0
04047,2,10,212,0
04048,5,34,425,0
04051,4,21,634,0
04055,10,103,1930,0
04061,1,4,1,0
04062,58,645,10179,0
04064,18,309,3659,0
04068,2,17,212,0
04069,2,18,422,0
04070,2,7,2,0
04071,12,114,2332,0
04072,63,756,11319,0
04073,42,452,7195,0
04074,104,1097,17213,0
04076,2,12,422,0
04079,7,124,1477,0
04083,8,53,1529,0
04084,10,95,1500,0
04086,31,281,5204,0
04087,4,17,214,0
04088,1,4,1,0
04090,26,399,5177,0
04092,69,595,8504,0
04093,16,107,2326,0
04095,1,8,211,0
04096,32,367,6673,0
04097,9,62,1059,0
04098,1,7,211,0
04101,166,3239,42100,0
04102,66,730,10061,0
04103,107,1340,18819,0
04104,3,9,3,0
04105,53,625,11016,0
04106,130,1714,30017,0
04107,16,184,3647,0
04108,2,14,422,0
04110,3,15,423,0
04112,3,18,213,0
04210,90,986,14521,0
04216,2,9,212,0
04217,16,109,2356,0
04220,3,18,423,0
04222,6,56,1266,0
04224,2,11,212,0
04231,1,3,1,0
04236,4,38,634,0
04238,1,6,211,0
04239,9,46,849,0
04240,99,1233,19846,0
04241,1,8,211,0
04243,2,6,2,0
04250,5,33,635,0
04252,7,62,1287,0
04253,2,10,212,0
04254,3,14,213,0
04256,6,26,426,0
04257,7,42,1087,0
04258,7,54,1287,0
04259,1,6,211,0
04260,14,72,1284,0
04261,2,7,2,0
04263,1,6,211,0
04268,14,95,2144,0
04270,12,82,1302,0
04274,8,56,1058,0
04276,14,85,1494,0
04280,11,60,851,0
04281,13,88,1764,0
04282,10,66,1500,0
04284,1,3,1,0
04287,7,40,637,0
04289,1,6,211,0
04290,1,6,211,0
04294,6,25,216,0
04330,106,1313,21704,0
04332,2,12,432,0
04336,1,3,1,0
04344,6,18,6,0
04345,20,177,2821,0
04346,2,11,212,0
04347,11,82,2162,0
04348,4,30,424,0
04350,4,19,424,0
04351,4,25,634,0
04352,2,9,212,0
04353,1,7,211,0
04355,1,8,211,0
04357,4,18,234,0
04358,7,50,1057,0
04363,2,9,212,0
04364,12,93,1702,0
04401,170,2717,41633,0
04402,3,15,245,0
04411,3,18,423,0
04412,43,325,5885,0
04416,10,72,1920,0
04418,1,8,211,0
04419,3,16,423,0
04421,1,8,211,0
04422,1,7,211,0
04424,2,17,212,0
04426,12,70,1062,0
04427,3,15,423,0
04428,4,23,424,0
04429,10,71,1930,0
04434,1,6,211,0
04441,8,65,1688,0
04442,1,3,1,0
04443,2,12,432,0
04444,20,142,2170,0
04448,1,6,211,0
04449,1,3,1,0
04456,2,10,212,0
04457,24,155,2564,0
04460,1,3,1,0
04461,2,7,2,0
04462,14,81,1504,0
04463,2,12,232,0
04464,1,4,1,0
04468,17,106,1969,0
04469,1,3,1,0
04472,2,10,212,0
04473,11,87,2013,0
04474,7,42,1057,0
04476,1,6,211,0
04493,3,22,633,0
04495,1,7,211,0
04496,2,11,212,0
04530,32,322,6243,0
04537,9,95,1479,0
04538,16,187,3186,0
04539,4,30,854,0
04543,24,176,2825,0
04544,4,29,844,0
04547,2,71,422,0
04548,2,9,212,0
04551,2,15,422,0
04553,5,29,425,0
04554,4,30,634,0
04555,4,24,424,0
04556,2,14,422,0
04562,5,33,845,0
04563,4,22,424,0
04568,1,6,211,0
04572,14,97,1714,0
04573,1,13,211,0
04574,1,6,211,0
04576,1,6,211,0
04578,8,88,1718,0
04579,6,44,636,0
04605,73,772,11488,0
04606,3,23,633,0
04607,1,18,211,0
04609,33,478,5974,0
04611,2,19,212,0
04612,3,19,633,0
04613,1,16,211,0
04614,13,90,1693,0
04616,1,6,1,0
04617,2,10,212,0
04619,9,60,1289,0
04622,1,4,1,0
04623,1,6,211,0
04624,1,8,211,0
04626,1,8,211,0
04627,4,54,424,0
04631,1,8,211,0
04634,2,6,2,0
04640,5,39,1055,0
04643,1,10,211,0
04646,1,19,211,0
04649,3,34,643,0
04650,1,6,211,0
04652,2,14,422,0
04653,1,8,211,0
04654,11,58,882,0
04655,2,7,2,0
04658,2,18,212,0
04660,4,18,214,0
04662,2,19,212,0
04666,1,8,211,0
04668,1,6,211,0
04669,1,8,211,0
04674,2,9,212,0
04675,1,3,1,0
04676,3,22,633,0
04679,15,126,2125,0
04680,2,9,212,0
04681,5,56,645,0
04685,2,11,212,0
04693,3,17,433,0
04694,1,3,1,0
04730,35,296,5427,0
04732,4,30,634,0
04736,29,184,3260,0
04739,2,15,432,0
04740,1,3,1,0
04742,2,7,2,0
04743,18,236,3238,0
04744,1,7,211,0
04745,1,6,211,0
04747,1,3,1,0
04750,3,13,213,0
04756,9,47,869,0
04757,2,14,422,0
04758,4,17,214,0
04765,5,26,645,0
04768,1,3,1,0
04769,47,366,5701,0
04774,2,24,432,0
04776,4,24,424,0
04781,1,16,211,0
04785,3,12,213,0
04841,47,375,6059,0
04843,37,318,5337,0
04847,2,22,642,0
04848,2,14,422,0
04849,10,74,1690,0
04851,1,12,211,0
04852,1,6,211,0
04853,3,19,423,0
04854,4,56,424,0
04855,2,21,212,0
04856,22,209,4322,0
04858,2,30,422,0
04859,2,19,212,0
04860,4,36,634,0
04861,5,27,456,0
04862,7,40,1077,0
04863,5,79,845,0
04864,11,75,1701,0
04865,1,6,231,0
04901,76,891,13866,0
04912,1,3,1,0
04915,48,424,9079,0
04917,5,29,635,0
04920,2,8,2,0
04924,2,12,422,0
04927,1,6,211,0
04930,10,42,640,0
04937,8,55,1088,0
04938,36,287,5059,0
04943,2,14,422,0
04945,4,30,424,0
04947,5,43,906,0
04949,1,3,1,0
04950,11,58,1061,0
04952,1,6,211,0
04953,10,56,1131,0
04955,1,3,1,0
04957,6,39,1076,0
04958,2,7,2,0
04963,11,82,1942,0
04964,2,15,432,0
04965,4,20,424,0
04966,1,14,211,0
04967,6,45,866,0
04970,6,75,1506,0
04971,2,16,432,0
04974,7,37,637,0
04976,39,261,4330,0
04979,1,3,1,0
04982,2,7,2,0
04983,3,13,213,0
04985,1,16,211,0
04986,1,6,211,0
04988,1,13,441,0
04989,2,9,212,0
05001,36,253,5248,0
05031,2,13,422,0
05032,6,36,636,0
05033,9,44,429,0
05034,1,4,1,0
05035,2,6,2,0
05038,1,3,1,0
05043,2,12,422,0
05045,5,28,635,0
05048,6,45,1056,0
05051,1,3,1,0
05055,8,35,218,0
05059,2,12,212,0
05060,16,112,2176,0
05065,1,8,211,0
05068,3,14,233,0
05069,1,6,211,0
05071,2,14,422,0
05072,1,9,211,0
05089,11,57,1061,0
05091,22,168,3233,0
05101,10,90,1710,0
05143,13,92,2343,0
05148,6,48,1076,0
05149,12,136,2603,0
05150,2,11,212,0
05151,3,17,423,0
05152,1,3,1,0
05155,4,31,675,0
05156,21,156,3011,0
05158,1,3,1,0
05161,1,10,211,0
05201,50,467,7642,0
05250,9,67,1059,0
05251,2,17,212,0
05252,1,3,1,0
05254,3,13,213,0
05255,35,347,5866,0
05257,1,3,1,0
05262,5,32,635,0
05301,80,789,12855,0
05340,4,20,424,0
05341,1,6,211,0
05345,1,3,1,0
05346,6,47,636,0
05354,3,12,213,0
05356,9,62,1310,0
05361,1,3,1,0
05363,9,68,1540,0
05401,122,1862,26965,0
05402,2,9,222,0
05403,112,1403,21850,0
05404,15,109,1956,0
05405,1,21,484,0
05406,2,24,452,0
05408,7,61,1287,0
05440,3,15,423,0
05443,15,123,2555,0
05444,1,6,211,0
05445,6,52,846,0
05446,61,589,10414,0
05448,1,3,1,0
05450,8,50,1078,0
05452,66,684,10168,0
05454,6,33,1087,0
05455,1,6,211,0
05456,1,3,1,0
05461,10,72,1270,0
05462,1,6,211,0
05463,1,6,211,0
05464,6,47,1107,0
05465,7,71,1277,0
05468,29,211,4310,0
05471,1,4,1,0
05472,7,45,847,0
05474,1,6,211,0
05476,2,6,2,0
05477,12,70,1272,0
05478,51,478,8622,0
05482,32,292,6483,0
05486,6,32,636,0
05487,1,6,211,0
05488,12,93,1712,0
05489,6,43,846,0
05491,17,103,1727,0
05492,1,8,211,0
05494,1,10,211,0
05495,86,727,11264,0
05601,3,12,213,0
05602,70,732,12417,0
05641,74,630,9545,0
05647,1,3,1,0
05651,3,18,633,0
05655,3,18,423,0
05656,8,50,1278,0
05658,1,3,1,0
05660,4,33,844,0
05661,27,211,2567,0
05663,6,35,636,0
05667,2,15,212,0
05672,42,402,6745,0
05673,18,132,1728,0
05674,6,28,216,0
05676,22,144,2613,0
05677,2,18,422,0
05679,3,19,423,0
05701,108,1279,19906,0
05730,1,6,211,0
05732,2,7,2,0
05733,10,61,640,0
05735,6,46,1076,0
05736,1,3,1,0
05738,1,10,211,0
05740,1,6,211,0
05743,6,49,1066,0
05751,11,154,3533,0
05753,49,420,7762,0
05759,3,20,633,0
05760,1,6,211,0
05761,2,13,422,0
05763,7,37,857,0
05764,11,63,1491,0
05767,2,11,212,0
